GeoNetwork,ID GeoNetwork,GeoServer,ID GeoServer
GIP - Pyrénées-Atlantiques : Répartition des cellules ""indice forêt météo"",4f1f7bcd-1b17-4c3f-91b9-3d9912202b1a,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
GIP - Gironde : Répartition des cellules ""indice forêt météo"",69a818b2-42d9-4abd-a934-627ee52e49cb,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
GIP - Pyrénées-Atlantiques : Carroyage 400m,e23384ed-fcf4-4f03-a34d-83f4fca29dd4,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
LOGOSDIS401 - Landes : Limites des groupements territoriaux,f2eaa428-0162-4456-8c35-aaf5151dada0,SDIS -  Groupements,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5a
GIP - Etablissement Recevant du Public du département du Lot-et-Garonne,8788e076-e003-4f56-aa0d-1e6c8999bc4b,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
GIP - Gironde : Positionnement des stations météorologiques utilisées dans le cadre du calcul de l'Indice Météo,e41fd2e9-c82a-477f-9772-0ec14a53ad44,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
GIP - Thierry Devimeux  - Aspects juridiques de l'emploi du feu en forêt (2005),d0eafd25-0cef-48fa-866c-baad0537e972,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
CA_COTE_BASQUE_ADOUR - Communauté d’Agglomération Côte Basque Adour : Établissements recevant du public (ERP),4ce097c3-708b-4f4d-9e53-65923dec206a,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
GIP - Etablissement Recevant du Public du département de la Gironde,0c4609fc-68d0-4cf6-b9d7-54611c2385ba,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
GIP - Plan local d’urbanisme de XX,883f1c67-b1f9-47d1-ae1a-3a49d7dba179,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
PGB - Pays du Grand Bergeracois: Cartes de répartition des professionnels de Santé,81b43b83-a7d5-4d46-9d7a-a6d31b0907fe,CA Cote Basque Adour - Santé,FeatureTypeInfoImpl-2245790e:1419d44a43e:-20d7
Nouvelle-Aquitaine partiel : Rejets aqueux indirect des ICPE - Localisation (ponctuel),fr-120066022-jdd-901e1f81-2dcb-4e71-b2c9-952b5c0c76bd,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
Enjeu linéaire du PPRI de la commune d'Antonne et Trigonnant,fr-120066022-jdd-b220f466-792f-4416-a264-6515498c3363,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Nouvelle-Aquitaine partiel : Rejets aqueux direct des ICPE - Localisation (ponctuel),fr-120066022-jdd-155f336d-cbee-401b-b2db-67e86e6b19f8,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
Nouvelle-Aquitaine partiel : Identification du milieu récepteur impacté par un rejet aqueux ICPE - Tracé (linéaire),fr-120066022-jdd-7c6899e3-6cd9-47da-a343-3d96426a89f4,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
Zone réglementée du PPRI de la vallée du Thouet en Deux-Sèvres,fr-120066022-jdd-99cbe438-70d2-4e9f-b46f-822d8dcdf9f2,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Zone réglementée du PPRI à l'aval de Niort en Deux-Sèvres,fr-120066022-jdd-70fcafd1-8a54-44d1-8854-35e0be05037d,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Périmètre du PPRI de la commune d'Antonne et Trigonnant,fr-120066022-jdd-a20c47b8-4984-464a-9533-38c12f8f4bc4,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Aquitaine : Barrages de classe A, B, C et D,fr-120066022-jdd-f1584025-749a-4091-8bcb-7aa0d9a4f0b1,DREAL - Barrages,FeatureTypeInfoImpl-5387e552:159ace84b51:693d
Zones exposées au bruit de la route départementale 611 allant de Niort à La Crèche et sur Parthenay la nuit (Ln) en Deux-Sèvres,fr-120066022-jdd-919b6c87-afc3-4f74-9873-6050b57223e2,CA Cote Basque Adour - Crèche,FeatureTypeInfoImpl-2245790e:1419d36de39:1d3e
Zones exposées au bruit de la route départementale 611 allant de Niort à Frontenay Rohan Rohan et de la Crèche à Parthenay sur 24 heures (Lden) en Deux-Sèvres,fr-120066022-jdd-ed5fe206-9155-4f31-a732-91687755d633,CA Cote Basque Adour - Crèche,FeatureTypeInfoImpl-2245790e:1419d36de39:1d3e
Entité surfacique à l'origine du risque du PPRI à l'amont de Niort,fr-120066022-jdd-3e89e32f-613f-47b3-a1a2-4b1d83b1c39a,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Nouvelle-Aquitaine partiel : Rejets aqueux des ICPE  - Milieux récepteurs faisant l'objet de rejets potentiellement pollués - Emprise (surfacique),fr-120066022-jdd-e41b29b4-12f0-48d6-bef8-117bee4c3480,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
Zones exposées au bruit de la route départementale 611 allant de Niort à Frontenay Rohan Rohan et de la Crèche à Parthenay la nuit (Ln) en Deux-Sèvres,fr-120066022-jdd-f0216eb3-4562-4933-8afd-a204142d3d3f,CA Cote Basque Adour - Crèche,FeatureTypeInfoImpl-2245790e:1419d36de39:1d3e
BXM - Agglo 3D - Modélisation 3D texturée de Bordeaux Métropole (La Cub) en 2012,41660aab-9295-4977-8c3c-36d83152d136,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
Entité surfacique à l'origine du risque du PPRI de la vallée du Thouet en Deux-Sèvres,fr-120066022-jdd-85bd1a34-74c8-43df-b534-5da67949d173,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Entité surfacique à l'origine du risque du PPRI à l'aval de Niort en Deux-Sèvres,fr-120066022-jdd-a95addb4-da52-4908-bfa5-f839e58ce1a4,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Zone d'aléa du PPRI à l'aval de Niort en Deux-Sèvres,fr-120066022-jdd-9dad9f37-60a3-43a9-8189-bbbd9cfa96fd,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Nouvelle-Aquitaine partiel : Rejets aqueux des ICPE  - Milieux récepteurs faisant l'objet de rejets potentiellement pollués - Tracé (linéaire),fr-120066022-jdd-12b7fbd9-37d6-40a3-a0c8-576623b70618,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
accés plage,{BA583C58-C287-4CE0-B601-A86CD75C63B9},SAGE - Dunes modernes du littoral landais d'Arcachon à Mimizan Plage,FeatureTypeInfoImpl--524a0744:1527958b054:214e
Nouvelle-Aquitaine partiel : Identification du milieu récepteur impacté par un rejet aqueux ICPE - Emprise (surfacique),fr-120066022-jdd-132d6b46-d317-418c-a0b9-a390a6026a53,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
Permis de construire éoliens et autorisations uniques ICPE en Charente-Maritime,fr-120066022-jdd-76fd8323-4b99-4eea-bf31-ea4de67cdae0,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
Nouvelle-Aquitaine : Localisation des barrages en Nouvelle-Aquitaine,fr-120066022-ldd-ccb10753-95bf-429f-834b-07c309f642eb,DREAL - Barrages,FeatureTypeInfoImpl-5387e552:159ace84b51:693d
Enjeu ponctuel du PPRI de la commune d'Antonne et Trigonnant,fr-120066022-jdd-a9fe4961-b793-42a8-9ee9-2d765397b5ae,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Zone d'aléa du PPRI de la vallée du Thouet en Deux-Sèvres,fr-120066022-jdd-67dfd420-aa31-41aa-810a-d264d7b9545f,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
Zone inondable réglementaire arrêtée par un PPRI approuvé en Charente,fr-120066022-jdd-d475f592-4d3c-4828-a211-41bb3751a0ee,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
RTE - ENCEINTES_DE_POSTE,76e8bbf4-83a7-4f1a-8cd2-fbd69cee61c8,RTE - Enceinte de poste,FeatureTypeInfoImpl--64db1a4f:15a8f4251cd:4691
RTE - RESEAU_ELECTRIQUE_AERIEN,8737c256-863c-4d8c-91f6-8944d496bd6e,RTE - Réseau électrique aérien,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3d19
CA_COTE_BASQUE_ADOUR - Communauté d'agglomération Côte Basque Adour (WMS),c30ce904-399e-441e-969b-49c425e3242a,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
EPIDROPT1 - EPIDROPT (WMS),a49467e4-a70c-4604-a133-8aa45e938d25,EPIDROPT - Embâcles Em1,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eba
DRAAF2 - DRAAF (WMS),a9b239c0-5f28-49ff-b10e-0529862e7ca6,DRAAF - Itinéraires bois ronds,FeatureTypeInfoImpl--155706dd:1373c90c085:-7ffd
GIP - Modèle de métadonnées de service (WFS/WMS/WCS),38e216a7-6f7c-49e3-bae2-1c6b550ac699,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
RAUDIN2 - Raudin (WMS),62006fad-6cc9-4e6b-9185-49f895fe8ab5,RAUDIN - Point d’Accès Public à Internet (PAPI),FeatureTypeInfoImpl-5d223b53:134e5d6d059:-358f
INSEE2 - INSEE (WMS),8119a422-47e6-4c81-9237-2619bae23bd8,INSEE - Contours Iris 2010,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d54
GIP - Template de catalogue d'attributs,INDISPONIBLE,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
IFN - Landes : SCAN Départemental®,560fa361-2f8d-4db6-8d7e-88967fd1c675,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Littoral Aquitain : Gisement houlomoteur offshore,deb38841-aa37-49cc-8dac-48eb52e79df6,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
IFN - Nouvelle Aquitaine : SCAN 1000® EXPRESS IGN,73e59044-b3ff-4db3-b57b-6b3a33d09352,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
PREF_33 - Gironde : Campings à risque,91baedd1-0851-4043-813c-a89ba86e2f62,DDTM 33 - Campings,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e94
IFN - Lot-et-Garonne : Bd Ortho 2015 (50cm/sol),2683621a-eed8-4a5f-a25f-0e3c6f35042f,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : Bd Ortho 2015 (50cm/sol),5b86bae2-6ba1-4b99-94b2-ddba51d9a072,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Nouvelle Aquitaine : SCAN 250® EXPRESS IGN,f6b50019-98ae-4983-8bcd-4085f30656f7,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - France : SCAN 1000® EXPRESS IGN,e3ba7aac-00bc-47af-96fd-af2b7ab11790,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : Bd Ortho 2012 (50cm/sol),044dc016-6802-435f-84bc-07dac0078aeb,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Aquitaine : Relief (MNT),deec8bbb-0ae6-4775-9801-150babc0db9d,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.10.&gt; Environnement et énergie,26da473a-9e2d-4427-94fd-978717c67704,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
IFN - Gironde : Bd Ortho 2015 (50cm/sol),43d50461-1d6d-4d75-9054-2b06193342ab,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Pyrénées-Atlantiques : Bd Ortho pré-tempête (2.5m/sol ré échantillonnée) - Version 2,a980b29f-a039-4fa2-a2cd-e7c83ede4833,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Dordogne : Bd Ortho 2015 (50cm/sol),93fb027e-afb9-4db3-9fe6-ad7bbe376735,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.01.&gt; Présentation générale,d8323fe1-8ac1-46fc-b2fa-8163e6430306,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.00.&gt; Toutes thématiques,f97b7a10-0a4e-4604-862b-697bea6d0d23,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.06.&gt; Formation initiale,81e3cd64-c59a-40a8-8347-d566aa8b15f3,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.02.&gt; Organisation territoriale,7c2ce165-1857-4706-8b56-211ebf35cc52,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
IFN - Aquitaine : Bd Ortho pré-tempête (10m/sol ré échantillonnée) - Version 2,3dc12fff-fd56-4836-afc5-0190259880aa,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Littoral Aquitain : Productible houlomoteur nearshore (coût de l'énergie produite),8c73a138-9bcc-4137-a739-cd6f09efbc4e,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
CRA - Littoral Aquitain : Productible houlomoteur nearshore,e27f18d7-061f-4874-9fcb-07b2b389d237,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
IFN - Dordogne : Bd Ortho pré-tempête (10m/sol ré échantillonnée) - Version 2,db406e9d-8e73-4275-b6d8-fb0260a4acb6,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : Bd Ortho pré-tempête (2.5m/sol ré échantillonnée) - Version 2,dbcf48af-564d-4908-8770-8a533cf3185c,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - France : BD ALTI® au pas de 1000m,cda004cb-4703-458c-8558-31084b8a1db4,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.09.&gt; Tourisme,42bf6c37-adcf-4d81-8f4f-e01febc68544,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
IFN - Pyrénées-Atlantiques : Bd Ortho pré-tempête (5m/sol ré échantillonnée) - Version 2,e2ebf308-1cba-4324-bf75-ce5bf48d1105,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : Bd Ortho pré-tempête (10m/sol ré échantillonnée) - Version 2,9fbd0f6b-2134-41b4-9106-dc761988c1c8,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : SCAN 50®,c444e16c-f61e-46bb-9194-4c72a87d4140,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - France : BD ALTI® au pas de 250m,1ebcf235-ed2a-4120-8db4-65a10f055095,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : SCAN Départemental®,edec990c-b7cf-425d-b805-e2a0aee80ad0,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Pyrénées Atlantiques : SCAN Départemental®,a5c5a9da-651a-40b4-8f51-e6a8f326b7bf,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Landes : SCAN 50®,131832a7-edf8-4f3a-9e4e-86a30399453c,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : SCAN 25® (version 1),b26bb44a-4287-4eb5-aa24-4430f8a0b9c5,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Charente-Maritime : SCAN 100® - Version 2,0e17fc51-38ee-4cd6-bde5-365d56815621,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : BD CARTO® Occupation du sol - Version 3.1,34bd9ebd-4a37-495d-90d8-e412b1711dff,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : Bd Ortho pré-tempête (50cm/sol ré échantillonnée) - Version 2,2b2581db-e535-422a-beec-8c6e9bf8bc9f,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Aquitaine : BD TOPO® Thème Réseau Ferré (Version 2),f20cf041-18e3-40a6-bf6e-e14710641c66,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Landes : SCAN 250®,1ec53c10-5741-40af-b0cb-646fab84f404,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : Bd Ortho pré-tempête (5m/sol ré échantillonnée) - Version 2,0915dc22-d9a7-407b-8a09-8c101e3f06cf,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Lot-et-Garonne : Bd Ortho pré-tempête (10m/sol ré échantillonnée) - Version 2,3ab5f95e-af5d-4381-9ba9-ad53f335cd45,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Aquitaine : BD TOPO® Thème Bâtiments (Version 2),dadeb877-5ce2-47ac-97cf-d43a31e71323,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Aquitaine : Bd Ortho 2015 (50cm/sol),149f16ee-100a-47ae-9904-6bb3cea358f0,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Pyrénées-Atlantiques : Modèle Numérique de Terrain (MNT),2807ba22-af03-4b3e-a8c9-03a3d75faa4b,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Massif des Landes de Gascogne : Etude prospective Massif des Landes de Gascogne à l'horizon 2050,83c54d96-44a5-46b2-b0e3-602cad790558,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
IFN - Dordogne : BD ORTHO 2004 (50cm/sol ré échantillonnée) - Version 1,1a355db9-3917-4a6a-a53d-3c714c078400,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Charente : SCAN 100® - Version 2,2d342d5d-5699-4be8-a8ae-d518f99315e5,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Aquitaine : Bd Ortho 5m Couleur,519a898a-299e-499c-99ec-c4d99c1156fb,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Nouvelle-Aquitaine : L'intercommunalité - décembre 2016 (métadonnée en cours),44c39b1f-f19c-4d7a-9871-a26ec1a6b707,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
IFN - Landes : BD ORTHO 2002 (50cm/sol ré échantillonnée) - Version 1,113b1328-9921-41bf-8189-b7d2c70ca12d,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Aquitaine : BD Parcellaire® composante Vecteur - Version 1.2,6140eb6d-69a3-49a1-bf15-7f445675db04,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : BD CARTO® Occupation du sol - Version 3.1,96382d52-b430-49ac-a2c3-6cb37ca5bb3a,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Pyrénées-Atlantiques : BD ORTHO 2008 (50cm/sol ré échantillonnée) - Version 2,b5742e43-330f-430a-b38b-2a6d7db6b8c3,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : BD ORTHO 2000 (50cm/sol ré échantillonnée) - Version 1,4398b44b-68ae-4b6a-b48b-0cc9a198688a,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : Bd Ortho pré-tempête (50cm/sol ré échantillonnée) - Version 2,0d6fe9fa-8146-492a-b685-ccb57e76c0c9,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CASAGEC - Commune de Saint-Jean-de-Luz : bathymétrie sur la baie,fb3193a1-ad49-4adc-ad18-383f5628f3a3,EPIDOR - Bathymétrie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e14
CCM - Modèle CC Montesquieu,0cdb2f80-ecdf-4ef3-b03b-dee624504560,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
AEC - Aquitaine : Recensement des sites web des campings en 2008,4f5eedcc-857a-4a0f-be71-b5f2b70f44f9,DDTM 33 - Campings,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e94
IFN - Poitou-Charente : Contours-IRIS®,6204d774-b4c1-4689-a05a-3d084240601c,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
LOGOSDIS331 - Modèle SDIS33,092bc873-4d42-41e8-a280-5df1e98db638,SDIS 33 - Atelier pistes cyclables,FeatureTypeInfoImpl-1099598a:14957031d40:172
IFN - Landes : Bd Ortho pré-tempête (5m/sol ré échantillonnée) - Version 2,b3881aad-a742-4b58-b4e1-186ddf96c2d4,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Pyrénées-Atlantiques : Bd Ortho pré-tempête (10m/sol ré échantillonnée) - Version 2,e720785f-d777-4ad0-97a0-0e0ea8724b0a,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Dordogne : Bd Ortho pré-tempête (5m/sol ré échantillonnée) - Version 2,6016ffe8-193e-4d51-a328-76602d45f9ff,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - France métropolitaine et DOM : Répertoire géographique des communes (RGC®),117694f5-a1dc-4303-95ae-b6710b11db85,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - France : BD ALTI® au pas de 500m,57d5ee0b-b778-4b95-9531-884fd782f330,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Midi-Pyrénées : Contours-IRIS®,be36bb5b-a662-42a2-a6a1-7578d92bda9f,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Aquitaine : Bd Ortho pré-tempête (2.5m/sol ré échantillonnée)  - Version 2,01fee1ea-7ef6-44d7-bea6-2e0f14d20b4d,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : SCAN 25® (version 1),1e4ff5af-7aa1-45d1-b5b1-997abe8954e0,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Landes : SCAN 25® (version 1),04c6b8be-d788-4893-9e59-750594a5d1dd,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Vallée d'Aspe-Baretous :Bd Ortho 1968,f04c2994-089d-4221-bb00-37ee5c6745db,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : Bd Ortho pré-tempête (5m/sol ré échantillonnée)- Version 2,45b7ced2-94f9-46af-936a-bc20bd9be39e,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Aquitaine : Bd Ortho pré-tempête (5m/sol ré échantillonnée)  - Version 2,e304d1e3-711c-4813-8c26-753fb998a43e,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
INSEE2 - Modèle INSEE,011e3304-2fbc-42f7-8bfe-650ca0f310be,INSEE - Contours Iris 2010,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d54
SYSDAU1 - Modèle SYSDAU,56844012-c345-4c35-9e08-ac78989807d2,SYSDAU - La Métropole nature,CoverageInfoImpl-35e7d5ee:1515ca42bc3:-926
IFN - Modèle Aquitaine : BD,bf719fa7-1fd0-4677-ab65-54b5317e7251,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Dordogne : Bd Ortho 2012 (50cm/sol),ac365da8-7b1f-498c-8ffe-7f1b098c4b96,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : Bd Ortho pré-tempête (2.5m/sol ré échantillonnée)- Version 2,70e43982-5786-41d9-a0fe-92eb497785a3,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Dordogne : Bd Ortho pré-tempête (2.5m/sol ré échantillonnée) - Version 2,1ea1e88a-765e-48c0-93d4-c58b368a8f08,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Limousin : Contours-IRIS®,a43f5dad-9fec-4064-9605-435c8aaf0396,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - Gironde : SCAN Départemental®,d3c6beb0-573a-4073-b361-87d451c62a97,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.07.&gt; Appareil de production et Emploi,cc8f36bb-e948-4498-bc6c-6e80a2dbffef,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
IFN - Gironde : Modèle Numérique de Terrain (MNT),6280fd73-0d22-4dbd-9df8-8df7383dc079,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
IFN - France : SCAN 250® EXPRESS IGN,7c36ef7c-6712-43a2-9747-d1d6d787242c,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
CRA - Nouvelle-Aquitaine : Les bassins de vie selon l'INSEE (métadonnée en cours),f3aa6652-4200-45db-bed1-cba6ae848b2d,CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d
