GeoNetwork,ID GeoNetwork,BSD,ID BSD
IFN - Gironde : Bd Ortho pré-tempête (5m/sol ré échantillonnée)- Version 2,45b7ced2-94f9-46af-936a-bc20bd9be39e,BD ORTHO PRE-TEMPETE 5M : GIRONDE,820
INSEE2 - Aquitaine : Taux de chômage régionaux localisés : séries trimestrielles,6a7825c1-1b71-4c07-8e33-bbedf18702cc,TAUX DE CHOMAGE TRIMESTRIEL ACTUALISE EN AQUITAINE,1923
INRA - Gironde : carte du maïs 1990,5f68649f-26db-42fb-bc8a-9d24426432d3,CARTE DU MAIS 1990,760
CC_BOURG_GIRONDE - Communauté de communes de Bourg en Gironde : Sites touristiques,4bb1202c-e8ab-43e6-b047-1e0c67cce917,SITES TOURISTIQUES,206
CC_BOURG_GIRONDE - Communauté de communes de Bourg en Gironde : Economie,724fe808-c6a9-47bf-a738-5248398a5a0f,GIRONDE : COMMUNES SUIVIES POUR LE MOUSTIQUE TIGRE,4354
CA33 - Gironde : Nombre des détenteurs d'animaux,06995cc8-1aa0-4ddc-910e-252283ed44de,NOMBRE ET SURFACE DES PF : GIRONDE,739
SIAEP_LALINDE - SIAEP de Lalinde : Tabouret de branchement,cf0d9692-583a-4cf0-8f96-e4ac9e56ea0a,ASSAINISSEMENT COLLECTIF : TABOURET DE BRANCHEMENT,1674
CHASSE33 - Gironde : Acquisition ACCA,02919f2d-599e-4f5c-92f1-da1b30f42713,ACQUISITION TERRITOIRE - ACCA,1551
PARC4 - PNR Landes de Gascogne : Export Observation des Odonates,2ddbd4ec-e259-4ad2-bbf3-dff92272d6c3,PAYS LANDES DE GASCOGNE,787
COBAS - Bassin d'Arcachon Sud : réseaux des pistes cyclables,1e592d59-82e3-4763-9681-45a821bccb81,PISTES CYCLABLES,117
SIBA - Commune de Lanton : données pluviales,595dd3d7-970f-46fa-8a15-8df98ea3862e,DONNEES PLUVIALES (BASSINS, FOSSES, EXUTOIRES…) : LANTON,2217
PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33,PARC LOCATIF PAR COMMUNES EN AQUITAINE DE 2000 A 2008,1934
IFN - Aquitaine : Bd Ortho pré-tempête (5m/sol ré échantillonnée)  - Version 2,e304d1e3-711c-4813-8c26-753fb998a43e,BD ORTHO PRE-TEMPETE 10M : AQUITAINE,816
DREAL2 - Aquitaine : Production d'électricité Puissance installée en éolien,adf52a95-d84f-491a-97fe-f05b5e141366,ETALAB : PRODUCTION D'ELECTRICITE PUISSANCE INSTALLEE EOLIEN,3505
SIBA - Bassin d'Arcachon : littoral,2bee0e93-7026-40c2-b072-d2686c4a9ad4,PAYS DU BASSIN D'ARCACHON ET DU VAL DE L'EYRE,786
LOGOSDIS241 - Dordogne : Localisation des barrières urbaines,e83a51d5-8a74-43e0-9716-cd2c4942be31,WEB_2_20_AIRES URBAINES DE LA DORDOGNE,2279
GIP_INSEE - Aquitaine : Population de 15 ans et plus non scolarisés sans diplômes,08e8dd28-7b06-4580-a822-d6d8ce88c27b,DONNEES SUR LA POPULATION EN AQUITAINE EN 2007,1925
INRA - Gironde : carte du maïs 2003,db245f9b-6196-494b-a998-5f8aad05b543,CARTE DU MAIS 2003,761
CASAGEC - Commune de Saint-Jean-de-Luz : suivi bathymétrique des digues,53065503-11c4-4da6-982f-58e2cca58a20,MOUVEMENT BLOC TALUS - SUIVI BATHYMETRIQUE : DIGUES ST-JEAN-DE-LUZ,1990
RAUDIN2 - Portugal : Fonds Cartographiques des communes 2008,bd01efcb-d811-485c-80a2-b774cbe74975,FONDS CARTOGRAPHIQUES DES REGIONS,1741
LOGOSDIS471 - Lot-et-Garonne : Répartition des points d'eau naturels,38af4d7c-ab9c-46df-b11c-0fab2e61c5eb,DENSITE DE POINTS D'EAU (NIVEAU COMMUNE GENERALISEES),1634
RAUDIN2 - France - Arc Atlantique : Fonds Cartographiques Départements 2008,bc87d28c-2c06-43e2-bcd2-ec6c68ba331f,FONDS CARTOGRAPHIQUES DES REGIONS,1741
LOGOSDIS471 - Lot-et-Garonne : Répartition des points d'alimentation en eau de type poteau relais,0afca4f6-2c9e-449d-81a7-f2937269f177,POTEAU RELAIS,140
DREAL2 - Aquitaine : Production d'électricité dont production électricité photovoltaïque (relié au réseau),d026353f-78fc-4251-b9c0-aba2cff8997a,ETALAB : PRODUCTION D'ELECTRICITE DONT PRODUCTION HYDRAULIQUE,2718
DFCI33 - Gironde : Localisation des culs de sac dans le cadre de la Défense des forêts contre l'incendie,9db66d8d-978b-4dab-9c43-63cc5659d8a3,ILOTS DE DEFENSE DES FORETS CONTRE L'INCENDIE,257
CCNIVEADOUR2 - Communauté de Communes Nive Adour : Plan cadastral informatisé,9e3b1f27-27cf-4570-80f4-70369ee55c8e,PLAN CADASTRAL,1418
CC_VAL_ALBRET - Commune de Vianne : Zonage du Plan d'Occupation des Sols (POS),1a22645b-a256-411a-b835-3d0060b9e728,POSHA (Plan d'Occupation des Sols Historique et Archéologique),403
SAUCATS - Commune de Saucats : Texte règlementaire du PLU,ce1f94e5-8739-4b4c-9a52-98f344ae2f2c,PLU DE SAUCATS - 33501,2387
SIBA - Bassin d'Arcachon : granulométrie,7c4b676a-555c-43cf-bf27-bd8f6080e089,PAYS DU BASSIN D'ARCACHON ET DU VAL DE L'EYRE,786
DFCI40 - Landes : Répartition des aires de dépôt de bois,5486307c-c85f-4245-8ed2-ee1de634135d,AIRES DE STOCKAGE DU BOIS,592
SIBA - Bassin d'Arcachon : travaux maritimes,49f0d693-6474-479a-b3d3-ed4bb4732cd2,PAYS DU BASSIN D'ARCACHON ET DU VAL DE L'EYRE,786
SIBA - Syndicat Intercommunal du Bassin d'Arcachon : modèle,f432589b-d258-4f26-8b97-29b9d637e0f9,PAYS DU BASSIN D'ARCACHON ET DU VAL DE L'EYRE,786
DREAL2 - Aquitaine : Production d'électricité Puissance installée en éolien,0d20de81-fca5-4c29-be5e-2890cea449bd,ETALAB : PRODUCTION D'ELECTRICITE PUISSANCE INSTALLEE EOLIEN,3505
AIRAQ - Commune de Morcenx : Evaluation de la qualité de l'air,be0f6736-49f1-4741-9c8c-059fa93b8cf8,EVALUATION QUALITE AIR : MORCENX,3705
CCCAUSSESETVEZERE - Modèle CDC Causses et Vézères : Carte communale,935dc876-85d4-40bb-a6ca-f428a437ac2c,CARTE COMMUNALE,1034
INSEE2 - Aquitaine : répertoire des entreprises et des établissements SIRENE : créations d'activités économiques en 2011,6f0e29e0-ffe5-4bed-872b-601b51de9213,SIRENE REPERTOIRE ENTREPRISES ET ETABLISSEMENT : STOCKS D'ETABLISSEMENTS ACTIFS,1236
IFN - Modèle Aquitaine : BD,bf719fa7-1fd0-4677-ab65-54b5317e7251,BD ORTHO PRE-TEMPETE 10M : AQUITAINE,816
CCCOUTRAS - Modèle sur la Communauté de Communes du Pays de Coutras,44817676-2b3b-4791-b5cd-26f0305c7c92,PAYS ET COMMUNES EN 2011,2126
IFN - Dordogne : Bd Ortho 2012 (50cm/sol),ac365da8-7b1f-498c-8ffe-7f1b098c4b96,BD ORTHO PRE-TEMPETE 5M : DORDOGNE,818
SAINT_MEDARD - Commune de Saint-Médard-d'Eyrans : Plan d'Occupation des Sols,a9505887-d0b3-4e8f-bc69-d7100bf231f5,POSHA (Plan d'Occupation des Sols Historique et Archéologique),403
IFN - Gironde : Bd Ortho pré-tempête (2.5m/sol ré échantillonnée)- Version 2,70e43982-5786-41d9-a0fe-92eb497785a3,BD ORTHO PRE-TEMPETE 5M : GIRONDE,820
DREAL2 - Aquitaine : Puissances électriques installées pour les ENR reliées au réseau (Nouveau descripteur),500887b6-0633-47ac-bea9-2ad4669c7c3b,ETALAB : PUISSANCES ELECTRIQUESINSTALLEES POUR LES ENR,3003
CCPIEMONT - Commune de Ledeuix : Cadastre,81229bb9-956a-49fe-ad8d-dfd7af4b9b38,CADASTRE LEDEUIX,919
LOGO_FRC - Aquitaine : Cartographie des ACCA, société de chasse et GIC,cf9863d8-08a1-4243-93da-c22c17da9b1f,CARTOGRAPHIE CONCENTRATIONS OZONE : AQUITAINE,1007
INSEE2 - Aquitaine: Recensement de la population, tableau de chiffres clés - Diplômes-formation,185029b0-7cb4-478f-8ac6-ae668c880ff9,RECENSEMENT POP 2008 - CHIFFRES CLES - THEME DIPLOMES-FORMATION,1301
PREF47 - Lot-et-Garonne : Les risques des communes,9e169438-4a25-40e5-8df8-b437549912ef,WEB_3_5_LES COMMUNES CONCERNÉES PAR LES RISQUES MOUVEMENT DE TERRAIN EN DORDOGNE,2294
CRPF - Gironde : Statistiques forestières communales 2009,0c6d2696-4f9b-42a5-ab79-cd4abcb6aa62,ETALAB : REI 2009 - GIRONDE,3455
LOGOSDIS401 - Landes : Identification des habitations de type Résidence dans le cadre de gestion des risques,de9b6d86-605f-49ff-b551-c3a1dbf20efd,RECOMMANDATIONS DANS LE CADRE DU PLU DE ST CIERS D'AZAC,1524
LEOGNAN - Commune de Léognan : Texte règlementaire du PLU,8267c7ed-c8ee-43b5-8849-9d9bfed2ae84,TEXTE DU FOND DE PLAN DU PLU,4277
LOGOSDIS401 - Landes : Répartition des fossés du domaine forestier présents,c956e71f-2ac5-4233-bd36-860516b358fe,OCS MASSIF FORESTIER LANDES GASCOGNE : 1984,3138
GIP - Pyrénées-Atlantiques : Carroyage 400m,e23384ed-fcf4-4f03-a34d-83f4fca29dd4,CARROYAGE ALPHANUMERIQUE 400M : DORDOGNE,843
SIBA - Bassin d'Arcachon : turbidité des eaux,23563987-34f5-4b6d-b240-289fcaf7aac4,BASSIN EN ZONE DE REPARTITION DES EAUX,330
IFN - Dordogne : Bd Ortho pré-tempête (2.5m/sol ré échantillonnée) - Version 2,1ea1e88a-765e-48c0-93d4-c58b368a8f08,BD ORTHO PRE-TEMPETE 5M : DORDOGNE,818
NAFU - Aquitaine : Cartographie de l'occupation du sol NAFUVE (Naturel, Agricole, Forêts, Urbanisés, Vigne et surfaces en Eau) à partir des fichiers fonciers MAJIC,7db3cef4-4a07-45e1-bad7-59700c6baa18,CARTOGRAPHIE CONCENTRATIONS OZONE : AQUITAINE,1007
CCPIEMONT - Commune de Bidos : Cadastre,5ff2ae4b-b2f7-44ae-be31-adaad38ce957,CADASTRE BIDOS,912
IFN - Gironde : SCAN Départemental®,d3c6beb0-573a-4073-b361-87d451c62a97,SCAN 25 V2 : GIRONDE,871
ARS - Aquitaine : Etablissements sanitaires,650de595-9cdc-4b78-9112-5d92069c1194,FINESS (FICHIER NATIONAL DES ETABLISSEMENTS SANITAIRES ET SOCIAUX,911
DRJSCS - Aquitaine : Etablissements sociaux,ba1a41c2-f845-45ce-80b8-f89dcac799d4,FINESS (FICHIER NATIONAL DES ETABLISSEMENTS SANITAIRES ET SOCIAUX,911
PGB - Pays du Grand Bergeracois: zonage Leader II,0e7254be-d218-4eb3-9519-ea38de31a127,CARTE ZONAGE LEADER II,3380
DRJSCS - Aquitaine : Equipements sportifs,620281d2-e024-4ca4-97c2-8128f0d34cd1,EQUIPEMENTS SPORTIFS ESPACES ET SITES DE PRATIQUES,152
SMEAG1 - Contours de la Garonne : Protection des berges (linéaire),16b6c9ac-4f11-495d-8eff-62d07c3c55f4,PROTECTION DES BERGES (LIGNES),692
CRALPC - Pyrénées-Atlantiques : Pays Oloron et Haut-Béarn,8bd0ecb0-1b6d-4cca-8f99-ac5477935b46,PAYS OLORON ET HAUT BEARN,803
CRALPC - Lot-et-Garonne : Pays du Coeur d’Albret,a22dffac-98c2-45d7-b756-2a3b2a73c3c8,PAYS COEUR ENTRE-DEUX-MERS - 2009,3818
AURBA3 - Gironde : Voies ferrées des zones d'activités,091672c8-7a02-48b9-9fee-cacb376cbd8b,VOIES FERREES DES ZONES D ACTIVITES,683
GIP_INSEE - Aquitaine : Mobilités professionnelles en 2008,37c73066-1c09-4333-bc1b-77acdd638494,RECENSEMENT SITES WEB DES INTERCOMMUNALITES EN AQUITAINE 2008,748
SIAEP_LALINDE - SIAEP de Lalinde : Ventouse ou vanne-air,12bcd5bd-e213-423e-9d9c-138c8a31f4dc,RESEAU AEP : VENTOUSE OU VANNE-AIR,1681
SIAEP_LALINDE - SIAEP de Lalinde : Clapet anti-retour,68b9e7f7-0748-4923-8810-aaec948bacd0,RESEAU AEP : CLAPET ANTI-RETOUR,1677
CD64 - Ouvrages d'art départementaux,5b6b9a7e-95b1-42d3-809b-4a94c2a2bf1e,OUVRAGES D'ART,588
GIP - Etablissement Recevant du Public du département du Lot-et-Garonne,8788e076-e003-4f56-aa0d-1e6c8999bc4b,ETABLISSEMENTS RECEVANT DU PUBLIC,1513
GIP_INSEE - Aquitaine : Répartition de la population par commune en 2009,dba0e4d4-4ecc-4306-bc02-0e196ff72151,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
AIRAQ - Aquitaine : Evaluation des niveaux en benzène, toluène, éthylbenzène et xylènes dans l'air,0c388f61-0ac5-4117-8a40-18b27acddec4,SUIVI DES NIVEAUX DE BENZOAPYRENE : AQUITAINE,1010
AIRAQ - Agglomération d'Arcachon : Cartographie des polluants,6b317edc-3ef8-4677-a486-c6f283ea19b4,CARTOGRAPHIE AGGLO D'ARCACHON,999
SMEGREG - - Prélèvement d'eau pour l'irrigation agricole de l'organisme unique de gestion collective Garonne aval - Dropt,e617f025-0808-4876-a192-1e32f03f0975,PERIMETRE PLANS DE GESTION DES POISSONS MIGRATEURS BASSIN ADOUR GARONNE,247
SIBA - Bassin d'Arcachon : pistes cyclables (2014),f8531b10-3a00-4ce5-946d-55bb57d07cc4,PISTES CYCLABLES,117
LOGOSDIS331 - Gironde : Localisation des accès fluviaux dans le cadre des secours,63e6f455-c8cb-4b37-b7a9-7ae30365ccd9,RECOMMANDATIONS DANS LE CADRE DU PLU DE ST CIERS D'AZAC,1524
LOGOSDIS331 - Gironde : Identification des établissements répertoriés dans le cadre de la gestion des risques,d150888f-cedf-4e05-b17b-c030eb450b34,RECOMMANDATIONS DANS LE CADRE DU PLU DE ST CIERS D'AZAC,1524
LOGOSDIS471 - Lot-et-Garonne : Identification des bâtiments localisés dans le cadre de la gestion des risques,5031432e-800a-4fe8-969f-95cef750e500,RECOMMANDATIONS DANS LE CADRE DU PLU DE ST CIERS D'AZAC,1524
GIP - Gironde : Positionnement des stations météorologiques utilisées dans le cadre du calcul de l'Indice Météo,e41fd2e9-c82a-477f-9772-0ec14a53ad44,RECOMMANDATIONS DANS LE CADRE DU PLU DE ST CIERS D'AZAC,1524
LOGOSDIS241 - Dordogne : Identification des habitations de type Résidence dans le cadre de gestion des risques,2416c860-dbb4-4e41-aa60-f6dd39d137c6,RECOMMANDATIONS DANS LE CADRE DU PLU DE ST CIERS D'AZAC,1524
LOGOSDIS241 - Dordogne : Localisation des colonnes sèches dans le cadre de la défense incendie,1c70c55e-643d-42a2-88e8-f498ed884189,RECOMMANDATIONS DANS LE CADRE DU PLU DE ST CIERS D'AZAC,1524
LOGOSDIS241 - Dordogne : Identification des bâtiments localisés dans le cadre de la gestion des risques,ff58bcaf-aa65-4783-b14f-5fe8e7cd369a,RECOMMANDATIONS DANS LE CADRE DU PLU DE ST CIERS D'AZAC,1524
DDTM33 - Bassin d'Arcachon : Passes 2013,bac62c72-813c-457e-8971-c2e0670155f9,PAYS DU BASSIN D'ARCACHON ET DU VAL DE L'EYRE,786
CRALPC - Gironde : Pays du Médoc - CLC 2000,72d4cfb6-c7fa-40ff-83b1-587d37003375,PAYS DE LA HAUTE GIRONDE,790
PGB - Pays du Grand Bergeracois: Etude prospective sur les services, sport-culture, enfance-jeunesse,acdaea6d-63e8-47ec-b21f-07887f3255df,ETUDE PROSPECTIVE  SUR LES SERVICES,3221
BXM - Subdivisions fiscales issues du plan cadastral DGFiP sur Bordeaux Métropole,52d4d8b8-a4dc-4370-a3cc-9dccc0610af5,PLAN CADASTRAL,1418
EPIDROPT1 - Dordogne et Lot-et-Garonne : végétation aquatique de la ripisylve du Dropt,e4499455-94b3-4cc9-b0b1-58648369d753,RIPISYLVE : VEGETATION AQUATIQUE (vaq, vaq_p),1696
BXM - Bâtiments en dur issus du plan cadastral DGFiP sur Bordeaux Métropole,1bf7f471-b7b0-4942-a5c4-1e441e8474c8,PLAN CADASTRAL,1418
LOGOSDIS401 - P.E.I : Points d'Eau Incendie SDIS 40,b246304d-7d95-4f3d-9bbe-dad8dcf7d8b7,DENSITE DE POINTS D'EAU (NIVEAU COMMUNE GENERALISEES),1634
BXM - Bâtiments légers issus du plan cadastral DGFiP sur Bordeaux Métropole,14e14a2d-bb97-4c5b-b018-dfd11e768a99,PLAN CADASTRAL,1418
ENSAP - TPFE - Hors-Champ,c2383216-957a-41c4-8827-7090dc5aaab4,TPFE - HORS-CHAMP DEPASSER LA CLOTURE,3673
AURBA3 - Gironde : Routes des zones d'activités,8d6e559e-5ab6-4252-a323-a4354c38b1d2,ROUTES DES ZONES D ACTIVITES,688
ENSAP - TPFE - Etude d'un quartier sur la Garonne,27f754a8-274b-420f-be22-6afc858bae0a,ETUDE : FAISABILITE D'UN POLE RESSOURCES NUMERIQUES,3580
ENSAP - TPFE - Habiter la ville, intervention locale et logements neufs en centre ancien,7c7664c2-34c1-407a-a16c-06d07c15b13f,LOGEMENTS NEUFS INDIVIDUELS POUR 2009,1941
ENSAP - TPFE - Densification du centre ville bayonnais,8be693ba-0dc2-43a1-a7e6-16432dac0e99,RESTAURATION DES ESPACES PUBLICS DU CENTRE VILLE,1528
ENSAP - TPFE - La valorisation touristique des plans d'eau en Gascogne,ba520192-ef29-4bc0-b8cc-bf603a490dec,PLANS D'EAU  ET ETANGS DES AAPPMA,523
ENSAP - TPFE - Le murmure du vivant... au coeur de la transition du territoire de l'Entre deux mers,0c65d88b-e538-4283-8f07-8e67858c63b9,PAYS CŒUR ENTRE DEUX MERS,788
ENSAP - TPFE - Requalification de la rive droite de l'Adour, de Bayonne à Boucau,fc26b5c1-21b0-4ef8-a637-14aee3164c81,MSD : BAYONNE / BOUCAU - AUTONOMIE,4195
PARC4 - Littoral : données entomologiques des plages (Landes et Gironde),9ba50bb0-98f4-11dd-ab49-000c6e00438b,LITTOTAL : DONNEES ENTOMOLOGIQUES DES PLAGES,3399
ENSAP - PFE - Centre de recherches, d'observation et de contrôle du bassin d'Arcachon,41cc7189-0591-438f-b7c5-fe9a0ba5d2ee,PAYS DU BASSIN D'ARCACHON ET DU VAL DE L'EYRE,786
ENSAP - TPFE - Un centre de recherche cinématographique, un nouvel espace culturel nécessaire pour redynamiser et reconquérir le centre ville d'Agen,5a4de8b8-d19a-435d-a499-1aff1e08cade,RESTAURATION DES ESPACES PUBLICS DU CENTRE VILLE,1528
ENSAP - PFE - Un institut d'art martiaux Bordeaux rive droite,98884a45-a160-467b-929b-6d0b25ca96a8,EVOLUTION SOCIO DEMOGRAPHIQUE ET SOCIO ECONOMIQUE DE LA RIVE DROITE DE L'AGGLOMERATION BORDELAISE 1999-2008,4337
ENSAP - TPFE - Evolution et mutation des cultures marines dans le bassin de Marennes-Oléron,02a1727c-dd49-447f-907e-cf5242f6bfce,OCA : ETAT DES CREPIDULES DANS LE BASSIN D’ARCACHON,2809
ENSAP - TPFE - Paysage et pratiques agricoles dans la métropole bordelaise,43d2829d-27ae-47de-9c87-ae4e269562bd,ENQUETE : EQUIPEMENTS ET USAGES DES TIC DANS LES EXPLOITATIONS AGRICOLES,1726
ENSAP - TPFE - Centre d'information du parc naturel régional des landes de Gascogne,1e8ca10e-de44-4438-a436-1c8eb2217ace,PARC NATUREL  REGIONAL,228
ENSAP - TPFE - Le passage souterrain entre la Place Bir-Hakeim et les quais,da07d7eb-d9d2-4edb-8aba-6adde9fb4b64,RESEAU FERRE - PASSAGE SOUTERRAIN (RGI),731
ENSAP - TPFE - La Réole, vers une nouvelle approche de la ville face à son fleuve,09e7c40b-57fa-479e-ac40-701b790f060e,NOUVELLE AQUITAINE : PERIMETRE DES QUARTIERS PRIORITAIRES DE LA POLITIQUE DE LA VILLE,4304
ENSAP - TPFE - Un bâtiment administratif au centre de formation professionnelle pour adultes de Bordeaux-Caudéran,22823c91-0606-4ebe-be4b-58370c0744c1,LA SITUATION PROFESSIONNELLE QUELQUES ANNES APRES LA FIN DE LA FORMATION INITIALE,3414
ENSAP - TPFE - La reconversion d'un site industriel,da712369-468f-42dd-9a69-02d780a4a210,SITE INDUSTRIEL,447
ENSAP - TPFE - Un centre un de secours principal à Brive,8688973d-bdb1-47a8-9f1b-89ccd07e1eac,CENTRE DE SECOURS,131
ENSAP - TPFE - Reconquête touristique et culturelle d'un site agricole béarnais,80cd6ecf-6aa1-4905-8860-06a9a898a11f,ENQUETE : ANALYSE DE NOTORIETE ET D'USAGES D'UN LOGICIEL DE GESTION AGRICOLE,1771
ENSAP - TPFE - Un centre européen de la jeunesse dans la ville de Pau,7d74105d-c512-4a12-aa50-bf9f8b36677b,RESTAURATION DES ESPACES PUBLICS DU CENTRE VILLE,1528
ENSAP - PFE - Centre de secours Bastide-Niel,96933cbe-bbbc-4384-8afd-b2f4a6fe58c8,CENTRE DE SECOURS,131
ENSAP - TPFE - L'Île aux oiseaux,653772e8-c4e6-416a-b121-cfc880bed98c,OCA : SUIVI DES COMMUNAUTES BENTHIQUES A L'ÎLE AUX OISEAUX 2007/2008,2949
ENSAP - TPFE - Innovation architecturale au service du renouvellement urbain sur le territoire de la Bastide,d31b2007-4d14-48bc-b6fb-f91ce4616c43,DIFFERENT NIVEAU SERVICE DSL SUR TERRITOIRE,508
ENSAP - TPFE - Un centre ville pour Talence,20b1fb2c-bc86-4c61-b924-c4976a036d55,RESTAURATION DES ESPACES PUBLICS DU CENTRE VILLE,1528
DDCSPP - Lot-et-Garonne : élevages ovins et caprins,fc097cc7-061c-4464-a593-6815c080ea30,ELEVAGES OVINS OU/ET CAPRINS LAITIERS OU MIXTES,4308
ENSAP - TPFE - Exploitation aquacole sur le bassin d'Arcachon,bc2ae4f1-16db-4585-802f-93061f923b92,PAYS DU BASSIN D'ARCACHON ET DU VAL DE L'EYRE,786
ENSAP - TPFE - Unité de production agricole et d'habitation dans la région de Cognac,cb6e31df-8527-42dd-878e-c1a846627f0b,ENQUETE : RISQUES PSYCHOSOCIAUX, TIC ET CHANGEMENTS ORGANISATIONNELS DANS LE SECTEUR AGRICOLE,1723
ENSAP - TPFE - Définition d'une pratique architecturale dans la conception d'un espace industriel,eeccc390-2609-44b8-92cc-67713189c206,CHEMIN, DESCRIPTION D'UN PARCOURS UNITAIRE D'UNE LIGNE, SENS ET TRAJET UNIQUE,1841
ENSAP - TPFE - Un centre de la petite enfance à Bordeaux,14a44a27-1068-4428-aa67-33c726ede776,EQUIPEMENTS PETITE ENFANCE,147
ENSAP - TPFE - Inscription d'une grande mosquée dans le tissu urbain de Bordeaux,32a9f76e-e5a0-4fe3-81ef-0cf6751016fd,ETALAB : SURFACE DU TISSU URBAIN DISCONTINU DES CANTONS LITTORAUX,2750
ENSAP - TPFE - Un parc urbain à vocation artistique à Bordeaux,7d94e3ca-8ca1-4f42-a353-e8485e8c73c4,PARC URBAIN AUSONE-BRUGES  - CONDITIONS DU PROJET,1526
CRALPC - Gironde : Pays de la Haute-Gironde - CLC 2000,445a52aa-780c-4afb-a341-4ad9a900701d,PAYS DE LA HAUTE GIRONDE,790
ENSAP - TPFE - Une matrice paysagère à La Rochelle, pour réconcilier la ville avec son territoire,90187ccb-aa67-4cb1-ad21-4aae1c1d9fc2,DIAGNOSTIC TERRITOIRE POUR CONTRAT ENFANCE JEUNESSE,3668
AURBA3 - Gironde : Contour des zones d'activités,bff244c8-13c0-4bb6-a38c-52876864f217,CONTOUR DES ZONES D'ACTIVITES,3167
CA33 - Gironde: Périmètre du Plan d'Action Territorial du bassin versant de l’Engranne.,44b695bc-c34a-42e2-8fd5-a5c98f0b1321,SOUS BASSIN VERSANT,36
CD47 - Lot-et-Garonne : Réserves Naturelles Nationales (RNN),97bac11b-551f-421b-b5ce-61fd8b2d7995,RESERVES NATURELLES NATIONALES,223
ENSAP - TPFE - Patrimoine industriel et stratégie urbaine,4b03d8f2-b73e-480c-afa5-10b210619e76,PATRIMOINE INDUSTRIEL,300
CRALPC - Pays et Intercommunalité en Dordogne - 1er Janvier 2014,c43fe7ae-5e58-49e7-b023-51812861cde3,WEB_1-11_UNITÉS TERRITORIALES DE LA DDE ET LIMITE DE PAYS DE LA DORDOGNE,2261
ENSAP - TPFE - Le quai de la Monnaie,e37e6fb0-9fb0-41ef-a5f7-9d17fc7b7b17,TPFE - CREMATORIUM SUR LE QUAI DE QUEYRIES,3672
CRALPC - Intercommunalité en Aquitaine au 1er Janvier 2014,39046181-baf3-4152-8944-2e5cf5ae04e8,PAYS ET INTERCOMMUNALITE EN AQUITAINE - 2014,3871
ENSAP - TPFE - Restructuration du centre ville de Bruges,2c338917-fa37-4654-8659-6483bb111e01,RESTAURATION DES ESPACES PUBLICS DU CENTRE VILLE,1528
ENSAP - TPFE - Une alternative au centre commercial, son intégration comme espace public pour l'urbain en mutation,67bc0c0a-d937-4f55-86b5-7a7971f633c9,OCA : LEVES DE TERRAIN POUR CARTOGRAPHIER LES ZONES DETERMINEES COMME ALEA MOUVEMENT DE TERRAIN,2959
CRALPC - Nombre de Lycées par communes,0dc09e3d-6b6c-45a6-9889-31f2f02279b2,NOMBRE DE POINTS D'ACCES PUBLIC INTERNET PAR COMMUNES,514
ENSAP - TPFE - Une tour entre deux eaux,a23470f0-911a-4951-aadb-eb218457682f,PAYS CŒUR ENTRE DEUX MERS,788
CRALPC - Parc Naturel Régional des Landes de Gascogne (occupation du sol),39a67f8f-2519-4564-8a0e-dc61be333c67,PARC NATUREL  REGIONAL,228
CRALPC - Projet de Parc Naturel Régional du Médoc,715ddc05-e3a5-43a1-a994-0825fc611280,PARC NATUREL  REGIONAL,228
CD24 - Dordogne : bornage routier,207faf2b-9912-4a09-8283-7f1b2ee88c4d,WEB_8_2_1_TRAFICS ROUTIER SUR RN ET RD ANNÉE 2002 DU DÉPARTEMENT DE LA DORDOGNE,2313
CRALPC - Lot-et-Garonne : Pays de la Vallée du Lot - CLC 2006,1acaa705-7b49-47c0-8f31-4d4aaa65f830,OCS-CLC 2006 : PAYS DU VAL D'ADOUR,1353
CRALPC - Les 121 cantons de l’Aquitaine en 2015,d23f9770-17d4-448b-bcc4-5b5c302744fa,CANTONS 2015,3270
CULTURE - Aquitaine : Centres et quartiers anciens à rénover,0c449eeb-823c-479c-98a7-56ad68bc150e,PNRQAD - PROGRAMME NATIONAL DE REQUALIFICATION DES QUARTIERS ANCIENS DEGRADES - PERIMETRE,1347
ENSAP - TPFE - Aménagement du canal latéral à la Garonne,f6131dec-eb76-4eec-9ba6-a7895338e465,CANAL GARONNE ET ECOSYSTEME,437
CRALPC - Projet de Parc Naturel Régional du Médoc (occupation du sol),f287ffad-e94a-4fb3-8200-1c216e00c6ad,PARC NATUREL  REGIONAL,228
CD64 - Réseau routier départemental,0b9e8c1c-0bd4-4010-b814-d47c7d7e3465,CARTE DE BRUIT STRATÉGIQUE LDEN RÉSEAU ROUTIER DE DAX,2541
DDTM33 - Gironde : Localisation des stations d'épuration (STEP),51af93f9-4d0f-4163-b25b-e28319e9fb77,GESTION DECHETS : REJETS STATIONS D EPURATION (STEP),56
ENSAP - PFE - Aménagement de la berge de la rive droite,0f04ca7a-239a-45e6-b5ab-ebbb369139bc,EVOLUTION SOCIO DEMOGRAPHIQUE ET SOCIO ECONOMIQUE DE LA RIVE DROITE DE L'AGGLOMERATION BORDELAISE 1999-2008,4337
ENSAP - TPFE - Aménagement particulier de l'estuaire de la Gironde,9ef476c1-cea7-47c9-938f-e4881898d8c2,OUVRAGES HYDRAULIQUES SUR L'ESTUAIRE DE LA GIRONDE RDGI,2253
