Cartogip,ID Cartogip,GeoNetwork,ID GeoNetwork
onf - ONF - îlots de reconstitution Klaus non subventionnés,835,DRAAF_GIPATGERI - Aquitaine : Travaux de reconstitution réalisés dans le cadre du plan Chablis KLAUS,a79db61f-86a2-4a7e-b504-203bd030f647
wms_externe - Stations hydrométrie - DREAL,850,DREAL2 - Stations de mesures hydrométriques - Bassin Adour-Garonne,FR-120066022-MDLOT-13859
projets_infrastructures - Projet ouvrages art,999,Levé GPS des ouvrages du Bassin d'Arcachon réalisé en 2010 dans le cadre du projet BARCASUB,E3_BARCASUB_2010
ddtm47 - Réseau de transport de gaz haute pression TIGF,970,RTE - Réseau de Transport d'Electricité - RTE (WMS),7bc344e0-2d86-4e2e-9a69-4fd2c58fa50c
raster - Scan Départemental Zone Sud Ouest,1171,Zone d'aléa du PPRT de Sigap Ouest en Deux-Sèvres,fr-120066022-jdd-42801a43-c085-439b-b5a1-11ef90f198d7
telespazio - Foyers de mortalité septembre 2015,1526,TELESPAZIO - Cartographie des foyers de mortalités de pin maritime,867dc82b-c145-475a-921e-48985a0580fc
pompier - Unités de traitement de l'eau (>90jours),332,SMEGREG - CONSEIL GENERAL DE LA GIRONDE - Mesure de la qualité de l'eau de l'Isle etude de traitabilité. Définition des fillières de traitement,199bb120-d84d-4b6f-adff-befff02903c6
limites_admin - Communautés ou groupements de communes,487,PGB - Pays du Grand Bergeracois: liste et coordonnées des communautés de communes constituant le Pays du Grand Bergeracois,57cdba28-1f86-46a5-b208-0bccef5de115
pompier - Unités de traitement de l'eau (>30jours),659,SMEGREG - CONSEIL GENERAL DE LA GIRONDE - Mesure de la qualité de l'eau de l'Isle etude de traitabilité. Définition des fillières de traitement,199bb120-d84d-4b6f-adff-befff02903c6
filiere_bois - Sites de stockage subventionnés,921,DRAAF_GIPATGERI - Aquitaine : sites de stockage des bois,738d0121-92d1-466d-a4d1-b3dcf81563aa
indicateurs_conso_fonciere - Voies ferrées,1307,RFF - Aquitaine : classement sonore des voies ferrées,890b225f-8a76-4904-a4d8-d534073e822e
telespazio - Probabilité de mortalité juin 2015,146,TELESPAZIO - Cartographie forestière des surfaces en résineux en 2015,2f4f2550-0107-45d9-9b4a-989f2c0084af
pompier - Unités de traitement de l'eau (<=90jours),333,SMEGREG - CONSEIL GENERAL DE LA GIRONDE - Mesure de la qualité de l'eau de l'Isle etude de traitabilité. Définition des fillières de traitement,199bb120-d84d-4b6f-adff-befff02903c6
pompier - Unités de traitement de l'eau (<=30jours),539,SMEGREG - CONSEIL GENERAL DE LA GIRONDE - Mesure de la qualité de l'eau de l'Isle etude de traitabilité. Définition des fillières de traitement,199bb120-d84d-4b6f-adff-befff02903c6
filiere_bois - Points d'entrée des sites de stockage,576,DRAAF_GIPATGERI - Aquitaine : sites de stockage des bois,738d0121-92d1-466d-a4d1-b3dcf81563aa
projets_infrastructures - Projet ouvrages hydrauliques,967,PARC4 - PNR Landes de Gascogne : Ouvrages hydrauliques sur le Detla de la Leyre,808c9c08-70d4-443e-a1e7-3bec43594904
carmen - Zone d'intérêt pour les oiseaux (ZICO),1328,Diversité procaryote de flores d'intérêt écologique en zone benthique côtière,ada28404-5d09-46c6-9b63-49fd2afd620c
telespazio - Probabilité exhaustive juin 2015,160,TELESPAZIO - Cartographie forestière des surfaces en résineux en 2015,2f4f2550-0107-45d9-9b4a-989f2c0084af
sidpc - SIDPC47  - Zones tampons signalements,509,Zones tampons créées autour du TDC 2009 actualisé d'Anglet pour déterminer la position du TDC en 2023,15fd7831-5fc8-492d-a59e-d1cd11ef033b
pompier - SDIS47 - Zones tampons signalements,620,Zones tampons créées autour du TDC 2009 actualisé d'Anglet pour déterminer la position du TDC en 2023,15fd7831-5fc8-492d-a59e-d1cd11ef033b
pompier - SDIS24 - Zones tampons signalements,652,Zones tampons créées autour du TDC 2009 actualisé d'Anglet pour déterminer la position du TDC en 2023,15fd7831-5fc8-492d-a59e-d1cd11ef033b
patrimoine_culturel - Périmètre de protection modifié,661,SMEGREG - Agencessde l'Eau  - Bilan et analyse de la mise en œuvre des périmètre de protection des captages AEP en milieu karstique,2d1dc2dd-a2ed-4262-8ea1-8ec08d6f6744
xynthia - Basées sur témoignages sans vérifications terrain,843,Submersion Xynthia - Surfaces inondees apres verification terrain,ba1f00d3-fd5e-43a6-b017-e45a8044eb24
limites_admin - Communautés ou groupements de communes (EPCI),1783,Périmètres des communautés de communes et communautés d'agglomération en Corrèze,fr-120066022-jdd-6b9d65c0-fd64-4736-849e-a366efb4f129
wms_externe - PPRI 24 - Synthèse des zonages règlementaires,324,UNIV_BDX3 - Quels zonages règlementaires pour les lagunes de
Saint-Magne et Louchats ?,0638fc5d-6ee8-4af1-ba05-992e54e13ff3
politiques_publiques - Soutenir le développement durable des quartiers sensibles,720,SMEGREG - Ministère de l'écologie et du développement durable - De l'écologie et du développement durable,bc3b9a45-d8cb-4408-becf-35b20c3cdcca
wms_externe - PPRI 40 - Synthèse des zonages règlementaires,748,UNIV_BDX3 - Quels zonages règlementaires pour les lagunes de
Saint-Magne et Louchats ?,0638fc5d-6ee8-4af1-ba05-992e54e13ff3
wms_externe - PPRI 47 - Synthèse des zonages règlementaires,887,UNIV_BDX3 - Quels zonages règlementaires pour les lagunes de
Saint-Magne et Louchats ?,0638fc5d-6ee8-4af1-ba05-992e54e13ff3
wms_externe - PPRI 64 - Synthèse des zonages règlementaires,888,UNIV_BDX3 - Quels zonages règlementaires pour les lagunes de
Saint-Magne et Louchats ?,0638fc5d-6ee8-4af1-ba05-992e54e13ff3
wms_externe - PPRI 33 - Synthèse des zonages règlementaires,891,UNIV_BDX3 - Quels zonages règlementaires pour les lagunes de
Saint-Magne et Louchats ?,0638fc5d-6ee8-4af1-ba05-992e54e13ff3
indicateurs_conso_fonciere - Espace du réseau ferré,1095,RFF - Aquitaine et Poitou-Charentes : Réseau ferré (Gare),dede47a3-e4e4-41bf-b92f-50ef74296e4f
pompier - SDIS24 - Zones tampons 2 signalements,1558,Zones tampons créées autour du TDC 2009 actualisé d'Anglet pour déterminer la position du TDC en 2023,15fd7831-5fc8-492d-a59e-d1cd11ef033b
admin_express - Communautés ou groupements de communes (EPCI),1702,Périmètres des communautés de communes et communautés d'agglomération en Corrèze,fr-120066022-jdd-6b9d65c0-fd64-4736-849e-a366efb4f129
projets_infrastructures - PPEANP Pessac Mérignac,862,ENSAP - TPFE - Arpenter et découvrir le paysage de Pessac et de Mérignac par son ""tiers espace"",bf6deed9-a0f0-4c0a-962d-81bee0b55d80
telespazio - Probabilité de mortalité septembre 2015,1548,TELESPAZIO - Cartographie forestière des surfaces en résineux en 2015,2f4f2550-0107-45d9-9b4a-989f2c0084af
patrimoine_culturel - ZPPAUP Aquitaine Midi Pyrénées,1779,Aquitaine : Parc National des Pyrénées (PNP) : zone centrale, zone d'adhésion et zone périphérique,fr-120066022-jdd-558d492a-9213-4edd-915a-6b53262c7842
civb - Parcelles volontaires confusion - Vision CIVB,2050,CIVB - Gironde : Thèse - La climatologie de la Gironde,ea483510-20c3-4bf7-a799-b26116eef8a4
dreal_tri - Scenario probabilite avec changement climatique,1450,SMEGREG - Hervé LE TREUT - Les impacts du changement climatique en Aquitaine,17a5d287-d9a3-4bff-bf13-83049c91d7ba
patrimoine_culturel - Zone de protection archéologique,211,CC_ESTUAIRE - Communauté de Communes de l'Estuaire : Sites d'observations ornithologiques de la Zone de Protection Spéciale (ZPS/Natura 2000),53acebc4-cde4-43cd-9087-782a05d70eef
politiques_publiques - Quartiers CUCS hors ZUS,277,CD64 - Carte des sites du CG64 en zonages ZUS et CUCS (2013),4a9c44a9-ac13-443f-9cc3-f3d08ea74476
wms_externe - WMS-Raster-Géoportail - Plan IGN,1579,IGECOM - Landes : Plan de ville IGN 2014 (FranceRaster®),meta_france_raster
indicateurs_conso_fonciere - 2) Densité du tissu de bâtiments,1140,IFN - Aquitaine : BD TOPO® Thème Bâtiments (Version 2),dadeb877-5ce2-47ac-97cf-d43a31e71323
dreal - Hauteur d'eau TRI Agen (forte probabilité),1320,DREAL2 - Bassin Adour et Garonne : Cours d'eau à enjeux anguilles.,FR-120066022-MDLOT-3775
dreal - Hauteur d'eau TRI Agen (moyenne probabilité),1343,DREAL2 - Bassin Adour et Garonne : Cours d'eau à enjeux anguilles.,FR-120066022-MDLOT-3775
dreal - Hauteur d'eau TRI Agen (faible probabilité),310,DREAL2 - Bassin Adour et Garonne : Cours d'eau à enjeux anguilles.,FR-120066022-MDLOT-3775
telespazio - Localisation probabilité de mortalité  sept. 2015,1499,TELESPAZIO - Cartographie forestière des surfaces en résineux en 2015,2f4f2550-0107-45d9-9b4a-989f2c0084af
pompier - SDIS24 - Zones tampons signalements archives,387,Zones tampons créées autour du TDC 2009 actualisé d'Anglet pour déterminer la position du TDC en 2023,15fd7831-5fc8-492d-a59e-d1cd11ef033b
pompier - SDIS47 - Zones tampons signalements archives,624,Zones tampons créées autour du TDC 2009 actualisé d'Anglet pour déterminer la position du TDC en 2023,15fd7831-5fc8-492d-a59e-d1cd11ef033b
indicateurs_conso_fonciere - Territoire Analyes 1, 2 et 3,1143,GIP - Modèle de métadonnées - thèmes des Annexes 2 et 3,37feeb12-3a0d-4792-a887-4f89f854796c
wms_externe - Dreal-TRI-Proba crue Faible Débordement,1994,Délimitation des zones inondables lors d'une crue faible dans le département des Landes,fr-120066022-jdd-5da1afa7-2b7f-43e5-8ef7-68bd28471fa8
politiques_publiques - Innovation pour la compétitivité des entreprises et des territoires,468,CD64 - Dictionnaire de donnees pour Contrats de territoires futurs,e60509eb-02f0-4b67-9a76-e2e95c1badeb
dreal - Hauteur eaux TRI Tonneins - Marmande (forte probabilité),311,DREAL2 - Zones de Répartition des Eaux (ZRE) - Communes - Bassin Adour-Garonne,FR-120066022-MDLOT-14432
dreal - Hauteur eaux TRI Tonneins - Marmande (faible probabilité),314,DREAL2 - Zones de Répartition des Eaux (ZRE) - Communes - Bassin Adour-Garonne,FR-120066022-MDLOT-14432
dreal - Hauteur eaux TRI Tonneins - Marmande (moyenne probabilité),313,DREAL2 - Zones de Répartition des Eaux (ZRE) - Communes - Bassin Adour-Garonne,FR-120066022-MDLOT-14432
pgsd - Méthode 1b - Proximité route goudronnée et/ou d'une piste,1138,SMEGREG - CEMAGREF - E.RENAUD - Définition d'une méthode pour l'annualisation des volumes mis en oeuvre dans les services d'AEP,679b544a-839d-4cec-96af-738914b9e42b
projets_infrastructures - Projet LGV GPSO au 10 12 2012,1011,SMEGREG - BRGM -  SImulations d'impact d'un champ captant d'une capacité de 10 et 12 millions de m3 par an sur l'Oligocène de sainte Hélène à l'aide de MONA,28b2d875-bc0f-4561-9bdb-cee0757265dd
insee - Part des actifs occupés travaillant hors communes de résidence en 2007,730,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Population,d780015a-c422-46ec-93ed-297dc948d326
24,115,PREFECTURE24 - Modèle Préfecture 24,70b64a39-3b4a-460f-8f14-27ede0051b82
40,199,SMEGREG - - Rejet eaux pluviales projet de résidence Avenue Général de Gaullr 40 logements sur la commune de IZON,987615ca-171c-42b8-8908-1be788128c11
47,200,SDEE47 - Modèle SDEE 47,7216fd18-0068-462a-a276-d09821edd7be
coz - Energie,216,CD24 - sites Plan Bois energie,fcdb291d-d492-402d-b012-0286412c9a43
24,309,PREFECTURE24 - Modèle Préfecture 24,70b64a39-3b4a-460f-8f14-27ede0051b82
64,429,CAUE64 - Modèle CAUE 64,0476936e-c274-4177-aea5-0b8e6666cfac
33,499,SMEGREG - ANTEAGROUP - Recheche de ressources nouvelles pour l'AEP dans les alluvions de la dordogne entre St Sulpice et Cameyrac et Grézillac - 33,4821783f-d036-4bbf-b1b1-11fd95772bf4
33,671,SMEGREG - ANTEAGROUP - Recheche de ressources nouvelles pour l'AEP dans les alluvions de la dordogne entre St Sulpice et Cameyrac et Grézillac - 33,4821783f-d036-4bbf-b1b1-11fd95772bf4
coz - Sanitaire,688,SMEGREG - Département de la Gironde - Arrêté préfectoral du 23 décembre 1983 portant règlement sanitaire départemental,5cfea95c-a660-4454-a1f1-7ec7228a97b6
64,729,CAUE64 - Modèle CAUE 64,0476936e-c274-4177-aea5-0b8e6666cfac
wms_externe - Hydrographie Bd carthage,1022,Bd Carthage,e07f7920-1d3b-11de-97dd-001517506978
Urgences,1133,ARS - Aquitaine : Etablissements de santé - Urgences,2609c993-8c08-4024-b1f9-684e1886435a
47,1165,SDEE47 - Modèle SDEE 47,7216fd18-0068-462a-a276-d09821edd7be
40,1166,SMEGREG - - Rejet eaux pluviales projet de résidence Avenue Général de Gaullr 40 logements sur la commune de IZON,987615ca-171c-42b8-8908-1be788128c11
coz - Sites,1173,RAUDIN2 - Aquitaine : Recensement des sites web des domaines viticoles AOC 2009,6fcf0955-fb6f-4e3e-aa2a-21a35c839aac
Aquimap,1325,GIP - Aquitaine : Fond AquiMap,a1ffd727-fcfd-48d2-a7ab-431073f00de1
Formation,1453,CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.06.&gt; Formation initiale,81e3cd64-c59a-40a8-8347-d566aa8b15f3
cub - Couloirs de Bus,1551,BXM - Couloirs de bus	du réseau de transports urbains sur Bordeaux métropole,f4fd3e5e-cf35-49fb-b831-dacbf9af78d9
cub - Arrêts,1552,CD24 - Dordogne : arrêts de bus scolaires,2c5120ec-6d19-4c18-b04c-f16090f5b902
cub - Lignes,1553,SMEGREG - RTE - Consultation sur lignes aero souterraines EDF Bruges et Bacalan-Forage sous Garonne,47782f25-29e8-4fb9-9601-9f9112771f19
rff - Gares,1597,SMEGREG - - Construction de deux passages souterrains en gares de la Teste deBuch et Gujan-Mestras,63e22ad0-690f-498c-8e41-c5a78ff889cd
erp - Erp - Bâtiments,1616,LOGOSDIS401 - Landes : Identification des bâtiments localisés dans le cadre de la gestion des risques,753885cd-3463-46c4-946c-cd9520029526
erp - Erp - Contours,1622,SMEAG1 - Contours de la Garonne : Accessibilite,bcd89924-4b85-4449-8079-330a087d984a
WMS Geosignal,262,GEOSIGNAL - GeoSignal (WMS),91081334-4fb5-4726-b392-6f679c590187
bdtopo - Mairies,213,PGB - Pays du Grand Bergeracois : Mairies,1b841707-e957-4538-9576-4f7660891d09
erp - Sites ERP,287,RAUDIN2 - Aquitaine : Recensement des sites web des domaines viticoles AOC 2009,6fcf0955-fb6f-4e3e-aa2a-21a35c839aac
SCAN NB 1000/250/25 (IGN),432,SCAN 25®,bec10fb7-118b-0dd4-35ae-1c24fe9ca5ca
SCAN 1000/250/25 (IGN),446,SCAN 25®,bec10fb7-118b-0dd4-35ae-1c24fe9ca5ca
rte - Postes de transformation,586,PGB - Pays du Grand Bergeracois : Postes,f2fd812f-5ee5-4258-ba75-d1c36db12fdc
pompier - Sites et postes de commandement,609,PGB - Pays du Grand Bergeracois : Postes,f2fd812f-5ee5-4258-ba75-d1c36db12fdc
eau - Caractérisation crs eau GIP,714,SMEGREG - BGRM - Contribution à la caractérisation des relations entre eau souterraine, eau de surface et écosystèmes terrestres associés en lien avec la DCE,e287027a-99eb-4c6f-92db-234607f4721d
crpf - PDM,1154,CRPF - Dordogne : Statistiques forestières communales 2009,431ff677-5ee8-40ee-880f-1eca0346ad1c
dfci - ASA,1718,LOGOSDIS471 - Lot-et-Garonne : Réseaux des pistes forestières de DFCI (Défense des Forêts contre l'Incendie),59fbdf2a-b45d-4c07-9adb-8ee17381929f
erp - Sites ERP,1792,RAUDIN2 - Aquitaine : Recensement des sites web des domaines viticoles AOC 2009,6fcf0955-fb6f-4e3e-aa2a-21a35c839aac
sidpc - Nouvelles communes infectées en 2015,33,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
sdis40 - DECI,56,LOGOSDIS401 - Landes : Positionnement des points kilométriques férrés,c4a5ba30-add3-41a9-9b81-312fbf67a6c3
sidpc - Nouvelles communes infectées en 2015,283,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
carmen - Zico,388,DREAL2 - Aquitaine : Cartographie dynamique CARMEN,628dcf43-47bb-44cf-8556-8714e1e13497
Site classé,533,SYSDAU1 - Aire Métropolitaine Bordelaise : Terroir viticole à enjeu classé en espace naturel majeur,d30a3d26-bc2a-4c26-8a9b-27dd595d4f4d
collecte - Bati,549,BXM - Point de collecte sélective privée en apport volontaire sur le territoire de Bordeaux Métropole,f8eff655-31f9-45cc-b3e0-354be8d1c982
raster - Pas de fond,580,IFN - IGN Raster (WMS),faf37a25-b17f-4b0f-bc70-952fa0d971ab
sidpc - Communes dont l'infection a commencé avant 2015,587,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
bdtopo - Communes,649,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
Fond SDIS24,656,LOGOSDIS241 - Dordogne : Répartition des lotissements dans le cadre de la gestion des risques,d67cdb7f-84c9-438f-b222-656e68545eba
carmen - Sage,674,DREAL2 - Aquitaine : Cartographie dynamique CARMEN,628dcf43-47bb-44cf-8556-8714e1e13497
novaqt - Habitat,745,CD64 - Habitat,c36fd823-347d-4d4b-af74-7bb286e4c43e
collecte - Deci,961,BXM - Point de collecte sélective privée en apport volontaire sur le territoire de Bordeaux Métropole,f8eff655-31f9-45cc-b3e0-354be8d1c982
sdis - Parking,987,SMEGREG - BUGREAP - Dossier de demande d'autorisation temporaire et Etude d'impact pour le prélèvement d'eaux souterraines par le radier drainant du parking souterrain de l'Auditorium de Bordeaux,960575fe-c771-4ec0-86a9-adbac2422818
sdis - Secours,1101,LOGOSDIS331 - Gironde : Répartition des postes de secours,647e43c2-be22-4727-bda7-d6fa7a24888e
sdis - Circulation,1103,DDT_47 - Lot-et_Garonne :  Routes à Grande Circulation,1a5a4a5c-f73e-4a1b-9ad3-16273b13e9d8
bdtopo - Communes,1117,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
indicateurs_conso_fonciere - Communes analysées,1123,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
Scan25 2014,1170,Courbes des isohypse du Bassin d'Arcachon numérisées à partir des scan25 de l'IGN,E3_Isohypses_Scan25
limites_admin - Communes 64,1291,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
sdis - Parking,1295,SMEGREG - BUGREAP - Dossier de demande d'autorisation temporaire et Etude d'impact pour le prélèvement d'eaux souterraines par le radier drainant du parking souterrain de l'Auditorium de Bordeaux,960575fe-c771-4ec0-86a9-adbac2422818
bdtopo - Communes,1314,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
sdis - Prises eau,1342,Localisation des photos de terrain prises par l'IFREMER lors de sa campagne de topographie sur le littoral sableux aquitain en 2000,E1_Photos_Mission_Topo_IFREMER
Implantation Fan zone,1353,ENSAP - TPFE - Implantation d'un complexe hôtelier à St-Jean-de-Luz,2253c613-7817-482e-8dc0-d57cfddebc24
sidpc - Nouvelles communes infectées en 2015,1471,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
dfci - Communes à dominante forestière,1599,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
bdtopo - Communes,1614,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
admin_express - Communes,1697,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
admin_express - Communes,1698,PARC4 - communes,7e9df4d3-67b3-4845-81a6-e5fb4bcb8d33
ddpp - Etablissements,1822,ARS - Aquitaine : Etablissements de santé - Surveillance continue,84b1c206-9c34-4dab-9452-2b52fbfd4400
ddpp - Hypermarchés,1832,DDCSPP - Lot-et-Garonne : hypermarchés et eaux embouteillées,65063f9a-a782-4374-8d99-62a75805ad3b
tmp - Test sn point,1974,SMEGREG - Comité de Bassin Adour Garonne - Point d'avancement sur l'étude prospective Garonne 2050 et zoom sur différentes simulations prospectives sur les nappes captives,ba9a0ebc-f1af-4822-93d8-d344436a8889
02-03 Mars - Ile de Ré,257,SMEGREG - France nature environnement -  la lettre eau - mars 2008,5e69481a-a086-45fd-bd54-75d905a2a7b0
ppi - Centrale de Blaye,284,SMEGREG - M. BONNET - F. WALGENWITZ - E.D.F. - Centrale nucléaire du Blayais,6b7b6c3f-94a5-4009-8d84-5716fc6831a5
projets_infrastructures - Pistes adaptées par RFF (juillet 2012),562,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
projets_infrastructures - Franchissements adaptés par RFF juillet 2012,566,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
projets_infrastructures - Rétablissements RFF septembre 2011,571,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
insee - Carroyage 200m,616,INSEE2 - INSEE (WMS),8119a422-47e6-4c81-9237-2619bae23bd8
projets_infrastructures - Variantes RFF juillet 2011,902,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
projets_infrastructures - Pistes adaptées par RFF aout 2012,958,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
projets_infrastructures - Rétablissements RFF juillet 2011,1029,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
projets_infrastructures - Points kilometriques RFF septembre 2011,1044,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
crpf - Movapro,1153,CRPF - Modèle CRPF,81c02472-99d8-411c-90a8-98479f3c4180
projets_infrastructures - Points kilometriques RFF septembre 2011,1267,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
projets_infrastructures - Rétablissements RFF septembre 2011,1278,RFF - RFF (WMS),64250cba-fb89-4382-ba86-9aaedac56131
sidpc - Campings,1600,PREF_33 - Gironde : Campings à risque,91baedd1-0851-4043-813c-a89ba86e2f62
rff - Reseau ferre,1603,SARLAT - CDC Saralt Périgord Noir : Reseau AEP et Assainissement,cc63f18d-72bc-4968-90ad-dd6dc1c521bf
rff - Ponts routes,1619,DDT_47 - Lot-et_Garonne :  Routes à Grande Circulation,1a5a4a5c-f73e-4a1b-9ad3-16273b13e9d8
rff - Ponts ferroviaires,1623,Classement sonore des infrastructures ferroviaires de la Vienne,fr-120066022-jdd-c983976a-d67d-4db1-bca6-ec82dbbd1dfe
sidpc - SAIP,1726,PREF_33 - Gironde : Implantations SAIP et SIRENE,a2fe764f-053c-4346-afe6-a1ef6f9919c7
coz - Zones de défenses,1744,Défenses de côtes sur le littoral de la Charente-Maritime,fr-120066022-jdd-45dbe39a-97ff-4ea5-afab-4661fafae6de
dgfip - Section,1785,Lignes d'isocotes du plan de prévention inondation (PPRI) de la Vienne médiane, section Chauvigny - Cenon-sur-Vienne,fr-120066022-jdd-dc5d4c25-bc73-43cb-be89-8fd64727bba1
sidpc - Campings,1878,PREF_33 - Gironde : Campings à risque,91baedd1-0851-4043-813c-a89ba86e2f62
crpf - Pin taeda production,32,CRPF - Modèle CRPF,81c02472-99d8-411c-90a8-98479f3c4180
crpf - Travail du sol,36,CRPF - Modèle CRPF,81c02472-99d8-411c-90a8-98479f3c4180
SCAN25 Touristique,46,OT_MONTESQUIEU - Canton de La Brède : Carte touristique,0f8bfb67-3680-4457-8f86-737ca3d29def
gip_atgeri - Cantons 2010,84,Cantons de la Vienne,fr-120066022-jdd-1b4e2ada-a72b-4352-9da1-6e57703a6430
gip_atgeri - Cantons 2010,156,Cantons de la Vienne,fr-120066022-jdd-1b4e2ada-a72b-4352-9da1-6e57703a6430
bdtopo - Végétation,180,EPIDROPT1 - Dordogne et Lot-et-Garonne : végétation aquatique de la ripisylve du Dropt,e4499455-94b3-4cc9-b0b1-58648369d753
bdtopo - Eglises,212,PARC4 - PNR Landes de Gascogne : Eglises et Chapelles,694fd730-bdca-4294-ac14-e958c1501275
bdtopo - Bati,215,AUSONIUS - Commune de Langoiran : Cadastre ancien de 1853 - bati,1abc6841-b241-44b8-9962-cf97634f23c9
ddt - Points routiers,227,DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Tracteurs routiers,37170e68-73fe-4f0f-a033-a86e501071f9
ppi - Ppi blaye buffer 5km,275,SMEGREG - AGENCE DE L'EAU - Dossier : ASA Civrac de Blaye,3c5aa150-0fe8-4976-b200-1fd7d6b5da75
crpf - Fomès/armillaire,293,CRPF - Modèle CRPF,81c02472-99d8-411c-90a8-98479f3c4180
bdtopo - Hydrographie,305,UNIV_BDX3 - Hydrographie sur le territoire du PNR des Landes de Gascogne,2adc1895-eb3d-43cf-bfdf-3a1658c4b4ca
Sites Ramsar,365,RAUDIN2 - Aquitaine : Recensement des sites web des domaines viticoles AOC 2009,6fcf0955-fb6f-4e3e-aa2a-21a35c839aac
bdtopo - Départementales,412,CD64 - Positionnement des carrefours entre routes départementales,c3b67754-c625-49a1-86b9-237b814b5607
bdtopo - Gares,415,SMEGREG - - Construction de deux passages souterrains en gares de la Teste deBuch et Gujan-Mestras,63e22ad0-690f-498c-8e41-c5a78ff889cd
eau - DCE - Forte présomption crs eau,463,Bassin DCE,20
limites_admin - Cantons,476,Cantons de la Vienne,fr-120066022-jdd-1b4e2ada-a72b-4352-9da1-6e57703a6430
novaqt - Transports,501,DREAL2 - Aquitaine : Surface des locaux et habitations commencés (source SITADEL, nouvelle série) Surface des locaux pour services publics des transports,1de06159-8bdc-4454-9e6d-4af86f9d2a86
novaqt - Alimentation,502,SMEGREG - SOGERLEC SUD-OUEST - Alimentation en eau des zones industrielles du nord de bordeaux et sauvegarde de la nappe Eocène,81f3cdc0-71f4-4d17-941a-a93527379023
novaqt - Loisirs,503,PGB - Pays du Grand Bergeracois: Centres de Loisirs,032fb183-7967-49fc-89db-805f9d3f343e
Scan25 express,594,IFN - Nouvelle Aquitaine : SCAN 1000® EXPRESS IGN,73e59044-b3ff-4db3-b57b-6b3a33d09352
Prescriptions des Landes,635,SMEGREG - - Rejet eaux pluviales pour la construction de 348 logement-avenueMirieu de Labarre + arrêté de prescriptions spécifiques,2870a12a-d49d-450d-8d0e-3a0022a9333d
pompier - SDIS33 - Evènements plages,681,LOGOSDIS331 - Modèle SDIS33,092bc873-4d42-41e8-a280-5df1e98db638
eau - Points de reconnaissance,689,SMEGREG - - Déclaration forages reconnaissance Le Pian,7281715d-75cf-4463-a0cc-936e80b4b82d
coz - Grande distribution,692,SMEGREG - NANCIE- CERCLE INTERNATIONAL DE L'EAU - Influence de la nature des canalisations sur la qualité des eaux en cours de distribution,c20883ea-f5a8-48d9-8c83-cea5e1ac342d
bdtopo - Départements,728,RAUDIN2 - France : Fonds Communes Départements d'Outre Mer 2008,e7d5968e-43b0-4ac6-bd45-06f1876e977d
novaqt - Entreprises novaqt,778,INSEE - Aquitaine : répertoire des entreprises et des établissements SIRENE : créations d'activités économiques en 2012,c680c0da-56a0-439b-a4b6-1f3db2443d67
novaqt - Santé,780,SMEGREG - Minsitère de la santé -  Les pesticides dans l'eau potable,beaabcca-650c-46e6-955d-7de3a672fee1
novaqt - Savoirs,781,ENSAP - PFE - Dévoiler une production de savoirs,6867b599-28a0-48e2-ba05-41835bdc9b8a
Habillage des Landes,797,PIGMA - Aquitaine : Habillage des documents d'urbanisme,7bab7158-f520-4367-924f-793fac911923
Informations des Landes,798,SMEGREG - ONEMA - Informations sur la continuité écologique - ICE,29965f7c-8cab-41d1-a1e6-6c582edff5d0
sentier_randonnee - Sentier bocage CCM,871,CCM - Modèle CC Montesquieu,0cdb2f80-ecdf-4ef3-b03b-dee624504560
crpf - Plan simple de gestion,906,CRPF - Modèle CRPF,81c02472-99d8-411c-90a8-98479f3c4180
collecte - Voirie,910,BXM - Point de collecte sélective privée en apport volontaire sur le territoire de Bordeaux Métropole,f8eff655-31f9-45cc-b3e0-354be8d1c982
