BSD,ID BSD,GeoServer,ID GeoServer
OCA : POINTS DE SONDE RENSEIGNANT LA BATHYMETRIE,2860,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
OCA : DIGITALISATION DES TRACES D'INSTABILITES A PARTIR DES ORTHOS 2000,2937,GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a
OCA : POLYGONES LIMITANT LES SABLES LITTORAUX SUR LES ORTHOS 2000,2943,GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a
OCA : REDEFINITION DES LIMITES DU PLIO-QUATERNAIRE A CALER SUR LES ORTHOS 2000,2947,GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a
OCA : POINTS DE REPERE UTILISES SUR LE TERRAIN PAR L'ONF,2973,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
OCA : TRACES ROUTIERS, URBANISATION, SERVANT DE POINTS DE REPERE - COTE BASQUE,2984,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
CARTE COMMUNALE : MOUMOUR,3105,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
PLU OGEU LES BAINS,3108,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
COUVERTURE INTERNET 10MB/S 2009,3136,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
MARES HAUT PERIGORD,3202,CA Perigueux - Réseau haut débit,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7db8
NATURA 2000 : 1ERE PROPOSITION PERIMETRE,3171,GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a
NATURA 2000 : 2NDE PROPOSITION PERIMETRE,3284,GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a
ETUDE : ENVIRONNEMENT - ACTIONS,3575,CAUE 33 - Environnement dossiers 2000-2012,FeatureTypeInfoImpl-2ca21f6c:13cad7262a3:-468f
POINTS PRELEVEMENTS EAU IRRIGATION AGRICOLE,3591,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
CIRCULATION SPECIFIQUE  PROVISOIRE PM,3571,SDIS 47 - ERP  Hotels,FeatureTypeInfoImpl--158b7952:14c4ba4b95f:-5501
NATURA 2000 : PERIMETRE,3671,GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a
MASSIF LANDAIS : DEGATS TEMPETE DE JANVIER 2009,3728,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
BD ADRESSE V2.2 : NOUVELLE-AQUITAINE,3745,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
ETUDE : LA FILIERE TRANSFORMATION BOIS DEPARTEMENT 40,3686,Commune de Mézin - Bois,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-5212
OCS-CLC 2000 : ISLE EN PERIGORD,3789,GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a
PAYS DU PÉRIGORD VERT - 2009,3797,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
PAYS ISLE EN PÉRIGORD - 2009,3800,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
PAYS COEUR ENTRE-DEUX-MERS - 2009,3818,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
PAYS DE LA HAUTE-GIRONDE - 2009,3821,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
PAYS DES RIVES DE GARONNE - 2009,3826,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
PAYS DU HAUT ENTRE-DEUX-MERS - 2009,3842,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
PAYS DU LIBOURNAIS - 2009,3845,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
PAYS DU MÉDOC - 2014,3850,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
PAYS ADOUR CHALOSSE TURSAN - 2009,3852,GIP ATGeRi - OCS 2009 Extension,FeatureTypeInfoImpl--317096bc:15704fc460a:4e06
COMPLEMENT DE PTS SUR LES HABITATS DE FORET  IRATY ET MONTAGNES ST JEAN,3906,SDIS 47 - ERP  Hotels,FeatureTypeInfoImpl--158b7952:14c4ba4b95f:-5501
ETABLISSEMENT TRANSFORMATION MINERAIS,4196,RTE - Poste de transformation HTB,FeatureTypeInfoImpl--61be1724:14b2fe0efcc:7502
MSD : SIEGES ET ANTENNES,4013,CG 64 - Antennes techniques départementales,FeatureTypeInfoImpl--25d11048:13b23a094ec:-7fd8
DOMAINE PUBLIC NON CADASTRE,4090,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
GROUPE DE COLLECTEURS VISITABLES SYSTÈME D'ASSAINISSEMENT,4114,SRCE - Co Système bocagers,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58ff
PLAN DE RECOLEMENT SYSTÈME ASSAINISSEMENT,4181,SRCE - Co Système bocagers,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58ff
LYONNAISE DES EAUX - POINTS PRELEVEMENT RESEAU EAU,4190,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
POINTS SINGULIERS RESEAU ALIMENTATION EAU INDUSTRIELLE,4192,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
SIGNALISATION VERTICALE,4228,CG 64 - Signalétique verticale et d'information,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e95
VANNES DU SYSTÈME D'ASSAINISSEMENT,4272,SRCE - Co Système bocagers,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58ff
INTERCOMMUNALITES ADHERENTES INICIATIVA,4197,ALPI - Communes Adherentes,FeatureTypeInfoImpl--5eb5aa40:14f414a44cd:-3db1
RESEAU TRAM ET BUS - BORNES DU SYSTÈME D'INFORMATION DES VOYAGEURS,4288,SRCE - Co Système bocagers,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58ff
ETUDE : FILIERE BOIS EN AQUITAINE SIX ANS APRES LA TEMPERE KLAUS,4289,Commune de Mézin - Bois,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-5212
BD ADRESSE V2.2 : CHARENTE,4358,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ADRESSE V2.2 : CHARENTE-MARITIME,4359,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ADRESSE V2.2 : CORREZE,4360,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ADRESSE V2.2 : CREUSE,4361,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ADRESSE V2.2 : DEUX-SEVRES,4362,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ADRESSE V2.2 : VIENNE,4363,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ADRESSE V2.2 : HAUTE-VIENNE,4364,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
ARCHIVES 2000 FICHIERS PDF OU ZIP,4451,GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a
EA_NOUVELLE-AQUITAINE LYCEES PUBLICS,4479,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
ZONE COMPETENCE POLICE,4481,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
Cadastre : 18 couches graphiques (parcelles, bâtiments, sections, lieux-dit,…) 11 couches texte,4492,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
SYSTÈME DE CONTROLE D'ACCES URBAINE,4496,SRCE - Co Système bocagers,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58ff
EQUIPEMENTS PERSONNES AGES,146,SIRTAQUI - Equipements de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-457c
EQUIPEMENTS PETITE ENFANCE,147,SIRTAQUI - Equipements de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-457c
CARROYAGE ALPHANUMERIQUE,175,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
PARC HLM (LOGEMENTS SOCIAUX),203,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
PERIMETRE AOC / IGP / LR,242,Cadaujac - Zones AOC,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f18
EAUX SUPERFICIELLES,273,cg47 - Station d'épuration des eaux usées,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7b6f
MODELE INONDATION (MARGO),374,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PRESENCE STRUCTURES HEBERGEMENT SUR WEB,494,CE24 - Structures d'accueil,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e92
STRUCTURES ACCUEILLANT LES PAPIs,517,CE24 - Structures d'accueil,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e92
INTEGRATION PAPIs DANS STRUCTURES EXISTANTES,518,CE24 - Structures d'accueil,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e92
ALEA EROSION SUR LA COTE SABLEUSE,3322,OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334
FICHE TECHNIQUE DFCI EMPIERREMENT PISTE,3334,ARDFCI - Contour des ASA de DFCI,FeatureTypeInfoImpl-6055af01:139f8af61b3:-2290
CARTE DES EQUIPEMENTS CULTURELS,3378,SIRTAQUI - Equipements de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-457c
LE DEVENIR DES BACHELIERS EN 2008,3422,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
LES STRUCTURES DE FORMATION INITIALE,3446,CE24 - Structures d'accueil,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e92
ETALAB : LE PARC DES AUTOMOBILES ET DES CAMIONS TRACTEURS ROUTIERS,3456,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
ETALAB : LOGEMENTS DU PARC LOCATIF SOCIAL,3459,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
LITTORAL BASQUE : BENTHOS,3462,SAGE - Dunes modernes du littoral landais d'Arcachon à Mimizan Plage,FeatureTypeInfoImpl--524a0744:1527958b054:214e
ETALAB : LE PARC DES AUTOMOBILES ET DES CAMIONS VOITURES ELECTRIQUES,3490,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
ETALAB : LE PARC DES AUTOMOBILES ET DES CAMIONS CAMIONNETTES,3502,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
ETALAB : LE PARC DES AUTOMOBILES ET DES CAMIONS,3504,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
TRAVAUX HYDROGRAPHIQUE,557,ENSAP Bordeaux - Travaux des étudiants,FeatureTypeInfoImpl-4921a1c2:157dc25785b:-257f
DONNEES DU SOUS SOL,612,ERDF - Appareil de coupure sous terrain moyenne tension,FeatureTypeInfoImpl--433409c9:133c599c9af:-7d2e
CASTORISQUE (RISQUES NATURELS ET TECHNOLOGIQUES MAJEURS),679,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
GASPAR (GESTION ASSISTEE DES PROCEDURES ADMINISTRATIVES RELATIVES AUX RISQUES NATURELS ET TECHNOLOGIQUES),680,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
CARTE DES SOLS (33),758,SMEAG -  Station de suivi du bouchon vaseux à Portets (33),FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fb2
COUVERTURE INTERNET 8MB/S,779,CG47 - Couverture WiMAX du département,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7843
COUVERTURE INTERNET 1MB/S,782,CG47 - Couverture WiMAX du département,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7843
COUVERTURE INTERNET 2MB/S,783,CG47 - Couverture WiMAX du département,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7843
PAYS DU VAL D'ADOUR,792,CDC Sud Pays Basque - Circuit Pedestre,FeatureTypeInfoImpl-66c2438:1379db69c9e:-7206
PAYS DU VAL DE GARONNE GASCOGNE,798,PNR LG - Cercles de Gascogne,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6f10
PLU DE GALGON - 33179,2364,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PPRN - PLANS DE PREVENTION DES RISQUES NATURELS,939,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
EMPLACEMENT DES PANNEAUX DFCI,1015,ARDFCI - Contour des ASA de DFCI,FeatureTypeInfoImpl-6055af01:139f8af61b3:-2290
CARTE COMMUNALE : LIMEYRAT,1042,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
CARTE COMMUNALE : GABILLOU,1044,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
TRAVAUX NETTOYAGE REALISES,1093,ENSAP Bordeaux - Travaux des étudiants,FeatureTypeInfoImpl-4921a1c2:157dc25785b:-257f
CARTE COMMUNALE : MARANSIN,1119,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
CARTE COMMUNALE : GABARNAC,1120,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
CARTE COMMUNALE : VALEYRAC,1124,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
CARTE COMMUNALE : MOMBRIER,1127,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
CARTE COMMUNALE : FALEYRAS,1138,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
GDE UNITES NATURELLES PERIGORD,1173,SRCE - Grandes régions naturelles,FeatureTypeInfoImpl-7d62fb23:13af8fe8b40:-3cf1
RISQUES NATURELS ET TECHNOLOGIQUES,1177,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
CARTE BRUIT DEPASSEMENT STRATEGIQUE,1179,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
PARC NATIONAL DES PYRENEES (PNP) : SECTEURS ADMINISTRATIFS,1190,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
PARC NATIONAL DES PYRENEES (PNP) : ZONE CŒUR ET AIRE OPTIMALE D'ADHESION,1191,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
RECENSEMENT POP 2008 - CHIFFRES CLES - THEME DIPLOMES-FORMATION,1301,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
RECENSEMENT POP 2008 - CHIFFRES CLES - THEME EMPLOI-POPULATION ACTIVE,1302,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
RECENSEMENT POP 2008 - CHIFFRES CLES - THEME FAMILLE-SITUATION MATRIMONIALE,1304,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
RECENSEMENT POP 2008 - CHIFFRES CLES - THEME FORMES-CONDITIONS D'EMPLOI,1305,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
RECENSEMENT POP 2008 - CHIFFRES CLES - THEME LOGEMENT,1306,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
DOMAINE PUBLIC : EMPRISES,1406,Gironde Numerique - Tracé des emprises des NRA-ZO,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dba
RECENSEMENT POP 1999 IRIS,1414,INSEE - Population par iris,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3d12
PLU : PERIMETRES DIVERS,1436,IGN BD TOPO - Toponymes divers,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e70
RELATION ENTRE LIGNE ET PARC RELAIS,1507,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
PARC NATIONAL DES PYRENEES,1571,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
GEOSERVICES : RISQUES NATURELS ET INDUSTRIELS,1606,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
RESEAU AEP : COMPTEUR DIVISIONNAIRE,1678,CG64 - AEP parcelles,FeatureTypeInfoImpl--25d11048:13b23cbf2dc:-2d44
RECENSEMENT POP 2008 - IRIS - THEME FORMATION,1718,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
RECENSEMENT POP 2008 - IRIS - THEME ACTIVITE,1719,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
RECENSEMENT POP 2008 - IRIS - THEME FAMILLE,1720,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
RECENSEMENT POP 2008 - IRIS - THEME LOGEMENT,1721,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
PLAN CADASTRAL : CIMETIERE,1785,Parcellaire cadastral avec propriétaires,FeatureTypeInfoImpl-4349e99d:137e1492a6d:-7e26
MODELE NUMERIQUE D'ELEVATION (MNE) : 2008,1811,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
PLAN CADASTRAL : TOPONYMIE,1829,Parcellaire cadastral avec propriétaires,FeatureTypeInfoImpl-4349e99d:137e1492a6d:-7e26
PLU : ANNEXE OBLIGATOIRE,1881,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
PLU : PRESCRIPTION PONCTUELLE,1886,Aquitaine - Prescription linéaire test,FeatureTypeInfoImpl-6e0d6d8:154f204990f:-46df
PLU : PRESCRIPTION SURFACIQUE,1887,AT Enseignement - Surfacique,FeatureTypeInfoImpl--9344b3a:137c7794b0c:-7d5f
SHOM - NATURE DES FONDS,1919,SYSDAU - La Métropole nature,CoverageInfoImpl-35e7d5ee:1515ca42bc3:-926
DONNEES SUR L'ANCIENNETE DU PARC DE LOGEMENT EN AQUITAINE AU 31/12/2007,1928,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
STATISTIQUES SUR LA MOBILITE DANS LE PARC LOGEMENT EN AQUITAINE EN 2007,1936,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
DENOMBREMENT DIVERS TYPES DE LOGEMENTS DU PARC DE LOGEMENT EN AQUITAINE EN 2007,1938,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
PRÊT TAUX ZERO POUR 2008,1942,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
MOBILITES PROFESSIONNELLES : 2008,2020,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
MIGRATIONS RESIDENTIELLES : 2008,2023,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
PLU DE HAUX- 33201,2367,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
SUBMERSION MARINE : ZONE,2166,RFF - Zone de Bruit Critique,FeatureTypeInfoImpl--60870653:141bbafd8c4:-539b
PLU LEGE-CAP-FERRET,2207,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
DONNEES EN WMS : SOGEFI/DONNEES HISTORIQUES,2250,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
PLU D'AVENSAN - 33022,2355,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU DE BAURECH - 33033,2356,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU DE CANÉJAN - 33090,2359,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU DE MARSAS - 33272,2373,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU DE PAUILLAC - 33314,2377,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU DE SADIRAC - 33363,2381,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU DE SAUCATS - 33501,2387,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU DE TABANAC - 33518,2389,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU DE VENSAC - 33541,2390,Cadaujac - Zonages du PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f74
PLU D'ORIGNE - 33310,2393,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
PLU DU TEICH - 33527,2396,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
PLU D'UZESTE - 33537,2398,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
POS DE BARON - 33028,2407,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
CARTE DE BRUIT STRATÉGIQUE LDEN RÉSEAU ROUTIER DE DAX,2541,CA Perigueux - Réseau haut débit,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7db8
CARTE DE BRUIT STRATÉGIQUE LN A63 A64,2542,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
CARTE DE BRUIT STRATEGIQUE LN RD932E,RD824,RD810,RD524,RD129,RD29,RD947,2543,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
CARTE DE BRUIT STRATEGIQUE LN RESEAU ROUTIER DE DAX,2544,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
CARTE STRATÉGIQUE RÉSEAU AUTOROUTIER DÉPASSEMENT VALEUR LIMITE LDEN 68DB,2548,CA Perigueux - Réseau haut débit,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7db8
AÉRODROME BORDEAUX-MÉRIGNAC/CARTE STRATÉGIQUE DE BRUIT (CSB) 2007 LT-LDEN,2589,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
AÉRODROME BORDEAUX-MÉRIGNAC/CARTE STRATÉGIQUE DE BRUIT (CSB) 2007 LT-LNIGHT,2590,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
AÉRODROME BORDEAUX-MÉRIGNAC/CARTE STRATÉGIQUE DE BRUIT (CSB) 2007 SA-LNIGHT,2591,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
AÉRODROME BORDEAUX-MÉRIGNAC/CARTE STRATÉGIQUE DE BRUIT (CSB) SA-LDEN,2592,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
MARCHE FONCIER : 40,2778,ARS - PPE 40 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1769
OCA : DONNEES DE MAREGRAPHIE DU CAP FERRET DE 1997 A 2008,2814,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
SANTE : PROF MEDICALES,3240,IGN BD TOPO - PAI sante,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e78
ETALAB : LE PARC DES AUTOMOBILES ET DES CAMIONS VOITURES PARTICULIERE ET COMMERCIALES,3510,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
ETALAB : LE PARC DES AUTOMOBILES ET DES CAMIONS VOITURES AUTRES ENERGIES,3531,PNRLG - Paysages du parc,FeatureTypeInfoImpl--15d29641:15264af7c11:5ec5
ORTHOPHOTOGRAPHIE 2008 : COMMUNAUTE URBAINE DE BORDEAUX,3735,PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60
ETUDE : L'AQUITAINE FACE AUX RISQUES NATURELS,3785,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
PAYS ISLE EN PÉRIGORD - 2014,3802,CR Aquitaine - PAYS - Septembre 2013,FeatureTypeInfoImpl-19088863:140f35c1596:-650f
RISQUES NATURELS MAJEURS - ALEA ""AFAISSEMENTS MINIERS"",3807,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
RISQUES NATURELS MAJEURS - ALEA ""FEUX DE FORETS"",3808,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
RISQUES NATURELS MAJEURS - ALEA ""INONDATION"",3809,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
RISQUES NATURELS MAJEURS - ALEA ""PHENOMENES LIES A L'ATMOSPHERE"",3810,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
RISQUES NATURELS MAJEURS - ALEA ""RUPTURE DE BARRAGE"",3811,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
RISQUES NATURELS MAJEURS - ALEA ""SEISMES"",3812,SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce
