Cartogip,ID Cartogip,GeoServer,ID GeoServer
SCAN25 Touristique,46,CE24 - Exploitations à vocation touristique,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-4c64
bdtopo - Points d'eau,124,IGN BD TOPO - Point d'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e68
bdtopo - Végétation,180,EPIDROPT - Végétation aquatique vaq,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ea6
bdtopo - Eglises,212,PNR LG - Eglises et chapelles,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6d62
ppi - Ppi blaye buffer 5km,275,GPMB - Chenal de Blaye,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8b2
bdtopo - Hydrographie,305,Chambre agriculture 33 - Réseau hydrographie de la PAC,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:6439
Sites Ramsar,365,CDC Bourg en Gironde - Sites touristiques remarquables,FeatureTypeInfoImpl--65d22c8b:140e2f62cb9:6bc8
dfci - Travaux financés - saisie point,390,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
bdtopo - Départementales,412,CDC Penne d'Agenais - Routes Départementales,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-1741
eau - Lagunes Landes,423,SMBV des Lacs du Born - Lagunes,FeatureTypeInfoImpl--658a4c7:14bff20bba5:-cb4
SCAN NB 1000/250/25 (IGN),432,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
Ortho 65 2010,445,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
SCAN 1000/250/25 (IGN),446,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
novaqt - Transports,501,GRDF - Réseau de transports gazs,FeatureTypeInfoImpl--60870653:141bb06f07b:-7f6f
novaqt - Loisirs,503,SIRTAQUI - Activités de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45ff
ZNIEFF 1,544,Emissions des Scopes 1 et 2 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-593a
carmen - Sage,674,SAGE - Dunes modernes du littoral landais d'Arcachon à Mimizan Plage,FeatureTypeInfoImpl--524a0744:1527958b054:214e
eau - Points de reconnaissance,689,EPIDOR - En cours de reconnaissance,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e12
pompier - Chateaux d'eau forestiers,704,PNR LG - Chateaux,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6e94
novaqt - Habitat,745,CA Cote Basque Adour - Etablissement Handicap Habitat,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64bb
wms_externe - Point de ventes de titres de tranport,765,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
novaqt - Entreprises novaqt,778,CE24 - entreprises des zones activités,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-4cc6
collecte - Voirie,910,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
pompier - Chateaux d'eau AEP,924,PNR LG - Chateaux,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6e94
CADASTRE France,1135,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
Scan25 2014,1170,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
raster - Scan Départemental Zone Sud Ouest,1171,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
bdtopo - Réservoirs d'eau,1178,IGN BD TOPO - Réservoir d'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e64
bdtopo - Nationales,1213,CG47 - Réserves naturelles nationales,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7a01
novaqt - Entreprises novaqt,1246,CE24 - entreprises des zones activités,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-4cc6
bdtopo - Autoroutes,1249,SRCE - EF Autoroutes ou ""type autoroutier"",FeatureTypeInfoImpl--1e4c652c:152fa292e35:-485e
sdis - Prises eau,1342,SDIS - Centres de secours,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5c
wms_externe - POINT ADRESSE®,1563,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
ZNIEFF 2,1753,Emissions des Scopes 1 et 2 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-593a
onf - Point de rencontre DGAEM,1782,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
ppi - PPI - buffer 5km,1842,ARS - PPI 24 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-706e
ppi - PPI - buffer 2km,1852,ARS - PPI 24 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-706e
pompier - Hydrants,1960,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
telespazio - Probabilité de mortalité 2010,11,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
raster - BDorthoDCM 17 2010,14,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
ddcspp - Elevage ovin/caprin,25,DDCSPP 47 - Elevages ovins et caprins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:3057
Vues aériennes IGN (dernier millésime),62,IGN - Cantons,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b95
wms_externe - Stations VCUB,129,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
cadastre - Section,207,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
ddcspp - Elevage ovin/caprin,248,DDCSPP 47 - Elevages ovins et caprins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:3057
telespazio - Foyers de mortalités 2010,385,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
raster - Ortho 31 2010,442,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
pompier - Annotations,602,GeoTransfert - Annotations géographiques du trait de côte,FeatureTypeInfoImpl-2245790e:1419c920d26:-3a00
pompier - Zone de 1er Appel,718,SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56
Commune Loi Littoral,890,SAGE - Dunes modernes du littoral landais d'Arcachon à Mimizan Plage,FeatureTypeInfoImpl--524a0744:1527958b054:214e
pompier - Réservoirs,925,SRCE - OA Réservoirs de Biodiversité à préserver,FeatureTypeInfoImpl-4d80d622:153a8be2757:-52f6
ddcspp - Elevage ovin/caprin,933,DDCSPP 47 - Elevages ovins et caprins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:3057
sdis - Parking,987,SDIS - Centres de secours,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5c
eau - Cours eau tres bon etat,1059,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
dfci - Brulages diriges 2010,1021,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
crpf - Movapro,1153,CRPF Aquitaine - Contour du PSG - Mai 2015,FeatureTypeInfoImpl--3ce68516:141a7ed191b:414a
dfci - Projets financés 2010,1156,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
bdtopo - Bati indifferencie,1180,IGN BD TOPO - Bati indifférencié,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e44
sdis - Parking,1295,SDIS - Centres de secours,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5c
wms_externe - Vues aériennes IGN (dernier millésime),1355,IGN - Cantons,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b95
wms_externe - Vues aériennes IGN (dernier millésime),1522,IGN - Cantons,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b95
wms_externe - WMS-Raster-Géoportail - Plan IGN,1579,IGN - Cantons,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b95
wms_externe - Vues aériennes IGN (dernier millésime),1580,IGN - Cantons,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b95
civb - Parcelles cad en vigne,1620,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
ars - Captages AEP (ARS),1638,ARS - Captages des Landes,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:fb8
ars - Captages AEP (ARS),1644,ARS - Captages des Landes,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:fb8
ddpp - Elevages de porcs,1860,DDCSPP 47 - Elevages Porcins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:3087
cadastre - Section,1913,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
cadastre - Section,1937,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
ddt - Points routiers,227,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
ppi - Centrale de Blaye,284,GPMB - Chenal de Blaye,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8b2
bdtopo - Aérogare,315,IGN - BDtopo - Pylones,FeatureTypeInfoImpl--3a85bcf:132cf3d3d67:-7b8e
pompier - SDIS24 - Zones tampons signalements archives,387,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
ars - Services de dialyses,517,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
Reserves biologiques,525,AUDAP - Producteurs biologiques des Pyrénées-Atlantiques,FeatureTypeInfoImpl--526cedd4:143d44cfa20:8f
collecte - Lieu-Dit,559,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
pompier - SDIS24 - Zones tampons signalements,652,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
ars - Services de néonatalogie,829,ARS - Néonatalogie (Réservé ARS),FeatureTypeInfoImpl-29107397:1504ca3bbd0:-97b
ars - Services de surveillance,833,ARS - Surveillance continue (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:ebc
sdis - Accès CH,1102,SDIS - Centres de secours,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5c
sdis - Cisaillement,1104,SDIS -  Groupements,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5a
ddt - Points routiers,1177,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
pompier - Vue sdis24 submersion Vézère 4.5m,1238,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
pompier - sdis24 submersion Vézère 5m,1239,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
pompier - sdis24 submersion Vézère 6m,1240,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
sdis - Points eau naturels,1248,SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56
indicateurs_conso_fonciere - Parcelles,1305,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
pompier - SDIS24 - Signalements (>90 jours - Archives),1447,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
pompier - SDIS24 - SITAC (<=90jours),1477,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
pompier - SDIS24 - SITAC (>90 jours - Archives),1478,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
pompier - SDIS24 - Zones tampons 2 signalements,1558,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
crpf - Compensation : parcelles à l'étude,1562,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
crpf - Compensation : parcelles validées par la DDT(M),1564,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
crpf - Compensation : parcelles intégrées dans un dossier,1565,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
wms_externe - Zone d activités,1574,SIRTAQUI - Activités,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4603
calcul_itineraire - Itinéraires Points,1626,SIRTAQUI - Itinéraires,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4553
coz - Zones de défenses,1744,AURBA - Bâtiments des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f93
onf - ONF : Parcelles forestières Aq Mp,1780,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
onf - ONF : Parcelles forestières,1787,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
wms_externe - ONF : Parcelles Forestières (régime forestier),1801,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
ddpp - Elevages canins,1840,DDCSPP 47 - Elevages bovins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:2fa2
ddpp - Elevages de volailles,1861,DDCSPP 47 - Elevages avicoles,FeatureTypeInfoImpl-48337e3e:150c7ccc759:2fb3
civb - Parcelles Confusion,2038,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
civb - Parcelles Confusion,2045,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
civb - Parcelles confusion - Incertain (îlot viticole potentiel < 10ha),2046,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
civb - Parcelles confusion - Incertain (îlot viticole potentiel < 10ha),2047,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
civb - Parcelles volontaires confusion - Vision CIVB,2050,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
civb - Parcelles confusion saisies par le partenaire,2060,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
departement40 - ZPENS des Landes,22,SRCE - Co MOSO Landes,FeatureTypeInfoImpl--1349261:1431092c4c4:6086
bdtopo - Lieux de culte,92,IGN - BDtopo - Pylones,FeatureTypeInfoImpl--3a85bcf:132cf3d3d67:-7b8e
pompier - Evénements Sdis,114,SDIS 64 - Route2,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d16
pompier - Opérationnel SDIS,175,SDIS 64 - Route2,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d16
bdtopo - Bati (BD Topo),183,EPIDOR - Bati ZI,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e1e
batiments - Préfectures,221,CDC Piémont Oloronais - Batiments,FeatureTypeInfoImpl-2245790e:1419d048044:30
ppi - PPI Blaye - buffer 2km,236,GPMB - Chenal de Blaye,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8b2
erp - Erp33 niv2 batiments panel,253,CDC Piémont Oloronais - Batiments,FeatureTypeInfoImpl-2245790e:1419d048044:30
Plan UEFA 2016,272,CA Cote Basque Adour - Plan Local de l'Urbanisme,FeatureTypeInfoImpl-2245790e:1419d64a909:-49ce
ddt - Etablissements recevant du public,276,ARS - Etablissements de santé,FeatureTypeInfoImpl-f93348d:1514378713f:22b
Vues aériennes 2009 IRC,312,Vue Aérienne 2009 40cm,CoverageInfoImpl--69a27b9e:1574cff8838:66d7
raster - Référentiels SDIS,395,SDIS 64 - Route2,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d16
coz - Sites d'interets économiques (export csv),405,Chambre agriculture 64 - Sites RMQS,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc6
coz - Sites d'interets économiques,695,Chambre agriculture 64 - Sites RMQS,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc6
cartorisque - PPR mouvement de terrain,755,DREAL - PPR MVT,FeatureTypeInfoImpl--4ecb909f:15adcd21345:902
Habillage des Landes,797,ARS - Captages des Landes,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:fb8
cartorisque - PPR Inondation synthèse,839,DREAL - PPR MVT,FeatureTypeInfoImpl--4ecb909f:15adcd21345:902
ddtm47 - Captages AEP,844,ARS - Captages des Landes,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:fb8
pompier - Batiments localisés (SDIS 47),901,CDC Piémont Oloronais - Batiments,FeatureTypeInfoImpl-2245790e:1419d048044:30
eau - Grande masse d'eau,914,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
wms_externe - Carte opérationnelle SDIS64 (maj 19/03/2014),964,SDIS64 - PAI Santé,FeatureTypeInfoImpl-788275d6:148eb592ce7:556c
cartorisque - PPR technologique synthese,1051,DREAL - PPR MVT,FeatureTypeInfoImpl--4ecb909f:15adcd21345:902
sdis_tdf - Tour de France 2014 SDIS,1113,SDIS 64 - Route2,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d16
pgsd - Méthode 1a - Proximité route goudronnée,1128,SDIS 64 - Route 1,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d1d
pgsd - Méthode 1b - Proximité route goudronnée et/ou d'une piste,1138,SDIS 64 - Route 1,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d1d
sdis - Animation,1210,SDIS - Centres de secours,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5c
Sites d importance communautaire,1220,Chambre agriculture 64 - Sites RMQS,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc6
Sentiers littoraux,1221,CG 64 - Ouvrages sur les sentiers d'intérêt départemental,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e97
Reserves naturelles regionales,1528,CG47 - Réserves naturelles nationales,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7a01
wms_externe - ROUTE ADRESSE,1575,SDIS 64 - Route 1,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d1d
crpf - Non renseigné,1582,CRPF Aquitaine - Contour du PSG - Mai 2015,FeatureTypeInfoImpl--3ce68516:141a7ed191b:414a
geofla - Limites communales,1617,IGN - GeoFLA Commune,FeatureTypeInfoImpl--788790c3:148ad1aec70:-504c
pompier - SDIS - SITAC,1659,SDIS 64 - Route2,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d16
erp - Erp33 niv2 batiments panel,1791,CDC Piémont Oloronais - Batiments,FeatureTypeInfoImpl-2245790e:1419d048044:30
bdtopo - Préfectures,1824,IGN - BDtopo - Pylones,FeatureTypeInfoImpl--3a85bcf:132cf3d3d67:-7b8e
ddpp - Etablissements CPMM,1843,ARS - Etablissements pour adultes handicapés,FeatureTypeInfoImpl-59b62a1c:15046737959:-4f4b
ddpp - Etablissements RPMM,1855,ARS - Etablissements pour adultes handicapés,FeatureTypeInfoImpl-59b62a1c:15046737959:-4f4b
pompier - Moyens intervention aérienne,2001,Vue Aérienne 2009 40cm,CoverageInfoImpl--69a27b9e:1574cff8838:66d7
pompier - Moyens intervention aérienne,2013,Vue Aérienne 2009 40cm,CoverageInfoImpl--69a27b9e:1574cff8838:66d7
crpf - Pin taeda production,32,Installations de production hydraulique en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-56a6
Vues aériennes 2012,37,Vue aérienne 2012 50cm,CoverageInfoImpl-5fc05bac:145efe203a5:-22d1
pompier - Zones noires,127,GPMB - Epaves de zones,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-877
Vues aériennes 2009,238,Vue Aérienne 2009 40cm,CoverageInfoImpl--69a27b9e:1574cff8838:66d7
sdis - Tracé Tour de France 2014,304,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
Parc naturel marin,368,IGN BD TOPO - PAI espace naturel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e82
eau - Réservoirs biologiques,372,AUDAP - Producteurs biologiques des Pyrénées-Atlantiques,FeatureTypeInfoImpl--526cedd4:143d44cfa20:8f
sdis - Points eau artificiels,394,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
xynthia - Vols de reconnaissance,466,EPIDOR - En cours de reconnaissance,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e12
eau - BCAE Cours eau bandes enherbees,467,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
politiques_publiques - Innovation pour la compétitivité des entreprises et des territoires,468,CR Aquitaine - Territoires de projet,FeatureTypeInfoImpl-19097143:15350c1b295:-2091
politiques_publiques - Soutenir les territoires en mutation,477,CR Aquitaine - Territoires de projet,FeatureTypeInfoImpl-19097143:15350c1b295:-2091
eau - Très petite masse d'eau,547,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
exercice_operationnel - Coupures électriques zones,675,SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56
xynthia - Hauteur d'eau mesurée par le BRGM,752,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
Zones de largages autorisés (brouillon),783,SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56
ars - Services d'urgences,820,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
reseau_routier - Borne appel routier,847,SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56
bdtopo - Cours eau permanent,866,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
pompier - Buffer 200m Prises d'eau,879,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
pompier - Prises d'eau,881,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
sdis - Collecte reseau routier,885,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
pompier - Points d'eau,905,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
atlas - Carroyage 400m,920,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
pompier - Prises d'eau,927,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
eau - Sandre - Masses et cours eau,960,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
pompier - Buffer 400m Prise d'eau,973,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
Vues aériennes 2004-2008,1023,Vue Aérienne 2004-2008 50cm,CoverageInfoImpl--25674c34:158ce250908:42c3
bdtopo - Cours eau non permanent,1033,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
collecte - Autre - ponctuel,1053,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
sdis - Tracé Tour 2014,1069,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
sdis - Barriere police gendarme,1100,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
sdis - Circulation,1103,SDIS -  Groupements,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5a
sdis - Déviation étape 19,1105,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
sdis - Déviation étape 20,1106,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
sdis - Agent police gendarme,1107,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
pgsd - PGSD - Densité de pistes par commune,1119,Commune de Mézin - Bois,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-5212
crpf - CETEF Divers,1150,IGN BD TOPO - Toponymes divers,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e70
pgsd - PGSD - Densité de pistes en sol naturel par commune,1129,Commune de Mézin - Bois,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-5212
pgsd - PGSD - Densité de pistes empierrées par commune,1136,Commune de Mézin - Bois,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-5212
limites_admin - Masque département,1225,IGN - GeoFLA Département,FeatureTypeInfoImpl-42e50cb1:132d98cc15c:-76c4
sdis - Jalon voie verte,1296,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
sdis - Inter acces fluvial,1299,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
indicateurs_conso_fonciere - Zones de végétation,1316,SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56
Vues aériennes 2012,1323,Vue aérienne 2012 50cm,CoverageInfoImpl-5fc05bac:145efe203a5:-22d1
formation_temp - Formation Département ALPC,1351,IGN - GeoFLA Département,FeatureTypeInfoImpl-42e50cb1:132d98cc15c:-76c4
Bordeaux metropole Passage pont,1466,RFF - Passage à niveau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d78
crpf - Sylvafaune,1416,CRPF Aquitaine - Contour du PSG - Mai 2015,FeatureTypeInfoImpl--3ce68516:141a7ed191b:414a
geofla - Limites départementales,1588,CG 64 - Routes départementales,FeatureTypeInfoImpl--19dd5131:13b23707cad:-68b6
sdis - Point Entrée / Sortie aérien Mérignac (CTR),1768,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
pompier - Zones noires,1777,GPMB - Epaves de zones,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-877
onf - ONF : Unités de gestion,1789,ADACL - Gestion des déchets,FeatureTypeInfoImpl--3e77d70f:141977de0f1:-5629
ocs_bdcarto - Zones naturelles et cultivées,1796,SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56
ddpp - NB établissements par commune,1831,Commune de Mézin - Bois,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-5212
ddpp - Elevages équidés,1859,DDCSPP 47 - Elevages bovins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:2fa2
pompier - Action reconnaissance,1863,EPIDOR - En cours de reconnaissance,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e12
sidpc - Zone de surveillance,1909,ARS - Surveillance continue (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:ebc
sidpc - Zone de protection,1910,ARS - PPE 24 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:14ca
Ap iahp.geifla com encourspar iahp zones p s,1917,SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56
pompier - Points d'eau artificiels,1968,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
pompier - Points d'eau naturels,1981,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
pompier - Action reconnaissance,2010,EPIDOR - En cours de reconnaissance,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e12
telespazio - Masque Résineux Janvier 2015,31,CR Aquitaine - Cantons 2015,FeatureTypeInfoImpl--52fb10a8:14c3174f0bb:-3557
