Cartogip,ID Cartogip,BSD,ID BSD
raster - Fond GIP,486,FOND GCIS 33,3775
ars - Services de psychiatrie,514,SERVICES PUBLICS,1702
ars - Services de médecine préventive,519,SERVICES PUBLICS,1702
wms_externe - Fond GIP-IGN,538,FOND GCIS 33,3775
pompier - Unités de traitement de l'eau (<=30jours),539,TRAITEMENT DECHETS,4282
projets_infrastructures - Franchissements adaptés par RFF juillet 2012,566,MNT CUB 2012,4144
sidpc - Communes dont l'infection a commencé avant 2015,587,CANTONS 2015,3270
pompier - Annotations,602,TRAIT DE COTE : ANNOTATIONS GEOGRAPHIQUES,3250
sidpc - Plans Communaux de Sauvegarde,607,PLANS URGENCE,123
tigf - Station de compression (TIGF),650,STATION SECHAGE,1046
pompier - Unités de traitement de l'eau (>30jours),659,TRAITEMENT DECHETS,4282
rpg - Parcelles PAC 2012,684,MNT CUB 2012,4144
ars - Services de médecine,819,SERVICES PUBLICS,1702
ars - Services d'urgences,820,SERVICES PUBLICS,1702
ars - Services de chirurgie,821,SERVICES PUBLICS,1702
ars - Services de néonatalogie,829,SERVICES PUBLICS,1702
ars - Services d'obstétrique,830,SERVICES PUBLICS,1702
ars - Services de surveillance,833,SERVICES PUBLICS,1702
pompier - Batiments localisés (SDIS 47),901,BD TOPO : BATIMENTS,16
ars - Services de réanimation,904,SERVICES PUBLICS,1702
projets_infrastructures - Tracés LGV juillet 2012,951,MNT CUB 2012,4144
projets_infrastructures - Franchissements à vérifier juillet 2012,959,MNT CUB 2012,4144
projets_infrastructures - Etiquettes retablissements adaptes rff juillet 2012,994,MNT CUB 2012,4144
projets_infrastructures - Projet LGV GPSO au 10 12 2012,1011,MNT CUB 2012,4144
projets_infrastructures - Projet LGV SEA au 01 02 2012,1048,MNT CUB 2012,4144
sdis - Barriere police gendarme,1100,BARRIERE URBAINE,113
importation - Result inteserct vegetation contours asa,1116,CONTOURS DES GAL,572
indicateurs_conso_fonciere - Bâtiments et equipements brut,1315,EQUIPEMENTS SOCIAUX,150
Vues aériennes 2012,1323,MNT CUB 2012,4144
sidpc - Nouvelles communes infectées en 2015,1471,CANTONS 2015,3270
telespazio - Foyers de mortalité septembre 2015,1526,CANTONS 2015,3270
telespazio - Probabilité de mortalité septembre 2015,1548,CANTONS 2015,3270
wms_externe - POINT ADRESSE®,1563,POINT ADRESSE,252
pompier - Tours de guet,1750,TOUR DE GUET,11
sdis - Point Entrée / Sortie aérien Mérignac (CTR),1768,POINT ADRESSE,252
onf - Point de rencontre DGAEM,1782,POINT ADRESSE,252
erp - Erp33 niv2 batiments panel,1791,BD TOPO : BATIMENTS,16
ddpp - Elevages de petits ruminants,1845,ELEVAGES PORCINS,4310
ddpp - Elevages équidés,1859,ELEVAGES PORCINS,4310
ddpp - Elevages de porcs,1860,ELEVAGES PORCINS,4310
sidpc - Plans obligatoires,1895,PLANS URGENCE,123
wms_externe - WMS-Raster-Géoportail - SPOT 2015,1915,CANTONS 2015,3270
pompier - Alimentation en eau,1973,BRANCHEMENTS RESEAU ALIMENTATION EAU INDUSTRIELLE,4043
rpg - Parcelles PAC 2012,2037,MNT CUB 2012,4144
sdis_tdf - Tour de France 2017 Etape 10,2051,TOUR DE GUET,11
sdis_tdf - Tour de France 2017 Etape 11,2054,TOUR DE GUET,11
limites_admin - Communes Grande Région,35,COMMUNES CLASSEES,1593
telespazio - Foyers de mortalités,101,FOYERS LUMINEUX,765
public - Toponymes occitans,217,BATIMENT PUBLIC,1419
Plan UEFA 2016,272,PLAN DE VILLE,951
Plan général UEFA 2016,273,PLAN DE VILLE,951
telespazio - Foyers de mortalités 2010,385,FOYERS LUMINEUX,765
Orthophoto Biarritz,484,ORTHOPHOTO 2001 DE LA CUB,4152
Reserves biologiques,525,SRCE / TRAME BLEUE : RESERVOIRS BIOLOGIQUES (LEMA),2652
collecte - Lieu-Dit,559,GESTION DECHETS : INSTALLATIONS DE COLLECTE ET DE TRAITEMENTS DES DECHETS,127
patrimoine_culturel - Périmètre de protection modifié,661,FORET DE PROTECTION,154
sentier_randonnee - Sentier bocage CCM,871,SENTIER LITTORAL,1148
eau - Cours eau réservés,915,COURS D EAU A ENJEUX,270
indicateurs_conso_fonciere - Communes analysées,1123,COMMUNES CLASSEES,1593
carmen - Directive habitats,1185,RECUEILS HABITATS,2175
Orthophoto Marmande,1200,ORTHOPHOTO 2001 DE LA CUB,4152
carmen - Site classé,1327,SITE ECOBUAGE,323
Plan général 1km UEFA 2016,1391,PLAN DE VILLE,951
Plan STADE UEFA 2016,1425,PLAN DE VILLE,951
Plan SECU UEFA 2016,1426,PLAN DE VILLE,951
sidpc - Communes surveillées en 2016,1475,COMMUNES CLASSEES,1593
wms_externe - WMS-Raster-Géoportail - Plan IGN,1579,PLAN DE VILLE,951
admin_express - Communes,1697,COMMUNES CLASSEES,1593
admin_express - Communes,1698,COMMUNES CLASSEES,1593
raster - Plan FOREXPO 2016,1711,PLAN DE VILLE,951
raster - Plan Garorock 2016,1716,PLAN DE VILLE,951
raster - Plan Garorock 2016 v2,1730,PLAN DE VILLE,951
mobile - Relevé DECI,1734,TELEPHONIE MOBILE,513
Plan fête de la Madeleine 2017,1746,PLAN DE VILLE,951
pompier - Centres de secours,1812,POSTE DE SECOURS,132
ddpp - Abattage volailles,1857,VOLAILLES GASCOGNE,1582
PIGMA zonages urbanisme - Lot-et-Garonne,2036,DOCUMENT URBANISME,522
crpf - Pin maritime 0 à 5 ans,2058,INVENTAIRE DES IMPACTS DES AMENGEMENTS GAGNES SUR LE TERRITORIE MARITIME,202
ppi - PPI Blaye - buffer 20km,232,CHENAL DE BLAYE,3278
ppi - PPI Blaye - buffer 10km,235,CHENAL DE BLAYE,3278
ppi - PPI Blaye - buffer 2km,236,RESEAU AEP : PPI,2101
formation - test sn buffer,471,ECOLES DE FORMATION,2688
Parcs nationaux,521,PARCS ET JARDINS,1474
Réserves naturelles de Corse,522,RESERVES NATURELLES REGIONALES,222
rte - Supports (Pylones),590,SUPPORTS RESEAU TRANSPORT ELECTRIQUE AERIEN : NUMERO,3570
formation - Nc tampon signalement,709,ECOLES DE FORMATION,2688
formation - sn_signalementsignalements,711,ECOLES DE FORMATION,2688
formation - formation mfv signalement buffer,731,ECOLES DE FORMATION,2688
wms_externe - Stations hydrométrie - DREAL,850,STATIONS AGROMETEO,367
bdtopo - Cours eau permanent,866,AXE COURS D'EAU PERMANENTS,1409
reseau_routier - Portail autoroutier,922,PORTAIL AUTOROUTE,114
ddtm47 - Etablissements de santé,945,ETABLISSEMENTS DE MEDECINE,3339
wms_externe - Carte opérationnelle SDIS64 (maj 19/03/2014),964,CARTE COMMUNALE,1034
bdtopo - Cours eau non permanent,1033,AXE COURS D'EAU PERMANENTS,1409
indicateurs_conso_fonciere - Territoire Analyse 4,1142,TERRITOIRE DE CHASSE,376
formation_temp - Formation Département ALPC,1351,ECOLES DE FORMATION,2688
formation - Nc signal couche,1413,ECOLES DE FORMATION,2688
cub - Bordeaux metropole parkings,1714,PARKINGS LITTORAUX,89
ddpp - Centres de rassemblement,1833,CENTRES EQUESTRES,4312
ddpp - Etablissements CPMM,1843,ETABLISSEMENTS DE REANIMATION,3335
ddpp - Etablissements RPMM,1855,ETABLISSEMENTS DE REANIMATION,3335
crpf - Pin maritime 5 à 10 ans,2039,INVENTAIRE DES IMPACTS DES AMENGEMENTS GAGNES SUR LE TERRITORIE MARITIME,202
gip_atgeri - Arrondissements,17,LIMITES DES ARRONDISSEMENTS DES DOM,1734
crpf - Pin taeda production,32,INSTALLATIONS PRODUCTION ELEC - SOLAIRE PV,3369
mobile - Relevés cartogip mobile,34,TELEPHONIE MOBILE,513
mobile - Relevés cartogip mobile,143,TELEPHONIE MOBILE,513
gip_atgeri - Arrondissements,155,LIMITES DES ARRONDISSEMENTS DES DOM,1734
pompier - submersion Vézère 6m,223,SUBMERSION MARINE : ZONE,2166
icpe - Icpe33 batiments panel,254,ICPE - INDUSTRIES,3593
eau - Réservoirs biologiques,372,SRCE / TRAME BLEUE : RESERVOIRS BIOLOGIQUES (LEMA),2652
pompier - Bilan operationnel,400,DOSSIER URBANISME OPERATIONNEL,4094
pompier - submersion Vézère 8m,421,SUBMERSION MARINE : ZONE,2166
eau - BCAE Cours eau bandes enherbees,467,ETAT COURS D'EAU,1023
limites_admin - Découpage administratif,741,BD TOPO : T. ADMINISTRATIF,1059
pompier - submersion Vézère 3m,753,SUBMERSION MARINE : ZONE,2166
pompier - submersion Vézère 5m,770,SUBMERSION MARINE : ZONE,2166
pompier - submersion Vézère 7m,772,SUBMERSION MARINE : ZONE,2166
pompier - submersion Vézère 9m,773,SUBMERSION MARINE : ZONE,2166
Relevés recette-cartogip mobile,955,TELEPHONIE MOBILE,513
eau - Sandre - Masses et cours eau,960,COURS D'EAU PRIVES,539
collecte - Autre - surface,962,SURFACE PRIMEE PAC,603
eau - Obstacles ecoulement cours eau,966,ETAT COURS D'EAU,1023
crpf - CETEF Divers,1150,PLU : PERIMETRES DIVERS,1436
pgsd - Dépôt existant,1308,RESEAU FERRE EXISTANT - NB DE VOIES (RGI),723
pgsd - Implantation possible,1309,SAIP - IMPLANTATION SIRENES,3777
pgsd - Implantation possible,1312,SAIP - IMPLANTATION SIRENES,3777
pgsd - Dépôt existant,1317,RESEAU FERRE EXISTANT - NB DE VOIES (RGI),723
dreal_tri - Scenario probabilite avec changement climatique,1450,FORAGE AVEC EAU,1635
mobile - Relevés cartogip mobile,1521,TELEPHONIE MOBILE,513
wms_externe - Administratif,1568,BD TOPO : T. ADMINISTRATIF,1059
mobile - Suspicions mobiles,1587,TELEPHONIE MOBILE,513
calcul_itineraire - Itineraires,1627,ITINERAIRES BOIS RONDS,104
ars - Etablissements de santé (Décembre 2014),1629,ETABLISSEMENTS DE DIALYSE,3338
ars - Etablissements médico-sociaux (Décembre 2014),1630,ETABLISSEMENTS DE DIALYSE,3338
mobile - Relevés cartogip mobile,1733,TELEPHONIE MOBILE,513
ppi - PPI - buffer 10km,1841,RESEAU AEP : PPI,2101
ppi - Centrales nucleaires,1848,ETALAB : CENTRALES THERMIQUES ET RESEAUX DE CHALEUR CONSOMMATION TOTALE D'ENERGIE,3493
ppi - PPI - buffer 20km,1849,RESEAU AEP : PPI,2101
Photo aerienne 1985 lot3,2030,PHOTOGRAPHIE AERIENNE,321
Photo aerienne 1985 lot5,2031,PHOTOGRAPHIE AERIENNE,321
Photo aerienne 1985 lot1,2032,PHOTOGRAPHIE AERIENNE,321
Photo aerienne 1985 lot2,2033,PHOTOGRAPHIE AERIENNE,321
Photo aerienne 1985 lot4,2034,PHOTOGRAPHIE AERIENNE,321
Photo aerienne 1985 lot6,2035,PHOTOGRAPHIE AERIENNE,321
limites_admin - Departements Grande Region,9,GRANDE ALLEE : TRACE,3551
telespazio - S0 en couleur naturelle,10,BD ORTHO 5M COULEUR,3744
telespazio - Z1 en fausse couleur,23,BD ORTHO 5M COULEUR,3744
telespazio - Z1 en fausse couleur,24,BD ORTHO 5M COULEUR,3744
telespazio - Z1 en fausse couleur,27,BD ORTHO 5M COULEUR,3744
telespazio - S0 en fausse couleur,29,BD ORTHO 5M COULEUR,3744
telespazio - S1 en fausse couleur,43,BD ORTHO 5M COULEUR,3744
telespazio - S1 en couleur naturelle,44,BD ORTHO 5M COULEUR,3744
bdtopo - Lim. Administratives,108,GASPAR (GESTION ASSISTEE DES PROCEDURES ADMINISTRATIVES RELATIVES AUX RISQUES NATURELS ET TECHNOLOGIQUES),680
pompier - Signalements : Lignes,144,LIGNES ELECTRIQUES,3664
telespazio - Z0 en fausse couleur,147,BD ORTHO 5M COULEUR,3744
telespazio - Z0 en fausse couleur,148,BD ORTHO 5M COULEUR,3744
telespazio - Z0 en couleur naturelle,149,BD ORTHO 5M COULEUR,3744
telespazio - Z0 en couleur naturelle,150,BD ORTHO 5M COULEUR,3744
telespazio - Z0 en fausse couleur,153,BD ORTHO 5M COULEUR,3744
limites_admin - Arrondissements,171,LIMITES DES ARRONDISSEMENTS DES DOM,1734
patrimoine_culturel - Acteurs culturels - geocodage auto,179,EQUIPEMENTS CULTURELS,144
tigf - Canalisation du réseau de distribution du gaz (TIGF),436,CANALISATION EAU POTABLE,4473
rte - Réseau lignes électrique (de 400kv à 63kv),589,LIGNES ELECTRIQUES,3664
politiques_publiques - Protéger et valoriser l'atout environnemental de l'Aquitaine,721,L'AQUITAINE VUE DU CIEL,3851
pompier - submersion Vézère 3.75m,758,SUBMERSION MARINE : ZONE,2166
pompier - submersion Vézère 4.5m,762,SUBMERSION MARINE : ZONE,2166
indicateurs_conso_fonciere - Zonages PLU/POS ou CC,1134,ZONAGES D'URBANISME,358
bdtopo - Bati remarquable,1184,CARTO FAUNE REMARQUABLE - OLORON,3296
pompier - Vue sdis24 submersion Vézère 4.5m,1238,SUBMERSION MARINE : ZONE,2166
pompier - sdis24 submersion Vézère 5m,1239,SUBMERSION MARINE : ZONE,2166
pompier - sdis24 submersion Vézère 6m,1240,SUBMERSION MARINE : ZONE,2166
eau - BCAE global arrete,1297,ZONES D'ACTIVITES : PERIMETRE GLOBAL,960
telespazio - Z0 en couleur naturelle,1346,BD ORTHO 5M COULEUR,3744
limites_admin - Départements Grande Région,1505,GRANDE ALLEE : TRACE,3551
telespazio - Z3 en couleur naturelle,1530,BD ORTHO 5M COULEUR,3744
telespazio - Z2 en fausse couleur,1531,BD ORTHO 5M COULEUR,3744
telespazio - Z2 en couleur naturelle,1547,BD ORTHO 5M COULEUR,3744
telespazio - S2 en couleur naturelle,1554,BD ORTHO 5M COULEUR,3744
telespazio - S2 en fausse couleur,1556,BD ORTHO 5M COULEUR,3744
telespazio - S3 en couleur naturelle,1747,BD ORTHO 5M COULEUR,3744
telespazio - S3 en fausse couleur,1748,BD ORTHO 5M COULEUR,3744
telespazio - S3 sentinel en couleur naturelle,1866,BD ORTHO 5M COULEUR,3744
telespazio - S4 sentinel en couleur naturelle,1867,BD ORTHO 5M COULEUR,3744
telespazio - S4 en couleur naturelle,1868,BD ORTHO 5M COULEUR,3744
telespazio - S4 en couleur naturelle,1869,BD ORTHO 5M COULEUR,3744
telespazio - S4 en fausse couleur,1873,BD ORTHO 5M COULEUR,3744
limites_admin - Iris,204,POP PAR IRIS 2008,2033
pompier - DECI Archives,224,SERVICES ARCHIVES MUNICIPLES ET DEPARTEMENTALES AQUITAINE,551
xynthia - Vols de reconnaissance,466,ZONES EN COURS DE RECONNAISSANCE,1670
patrimoine_culturel - Secteur sauvegardé,480,SECTEUR URBANISTIQUE,562
bdtopo - Réseau ferré,481,CARTE DE BRUIT STRATÉGIQUE LDEN RÉSEAU ROUTIER DE DAX,2541
projets_infrastructures - Projet de murs,577,PROJET : PNR DU MEDOC,3883
sentier_randonnee - PDIPR projet - itinéraire,581,PROJET : PNR DU MEDOC,3883
eau - BCAE Global Arrêtés,818,ZONES D'ACTIVITES : PERIMETRE GLOBAL,960
sentier_randonnee - PDIPR projet - départ,872,PROJET : PNR DU MEDOC,3883
pompier - Historique DECI,897,POSHA (Plan d'Occupation des Sols Historique et Archéologique),403
projets_infrastructures - Projet talus,969,PROJET : PNR DU MEDOC,3883
projets_infrastructures - Projet de déviation 2x2voies,996,PROJET : PNR DU MEDOC,3883
ddpp - Transporteurs équidés,1847,TRANSPORTEURS ANIMAUX VIVANTS,4316
pompier - Action offensive,1975,PERIMETRE ACTION FONCIERE,4170
pompier - Action defensive,1993,PERIMETRE ACTION FONCIERE,4170
pompier - Action offensive,2008,PERIMETRE ACTION FONCIERE,4170
pompier - Action defensive,2016,PERIMETRE ACTION FONCIERE,4170
collecte - Autre - lineaire,431,POINTS COLLECTE PROVISOIRE,4189
ddtm47 - Installation classées,860,INSTALLATION EN AGRICULTURE,3756
sdis - Déviation étape 20,1106,ORTHO 20 CM : 2001,1815
sdis - Agent police gendarme,1107,AGENT PROVISOIRE PM,3569
sdis - Jalon voie verte,1296,BOUCLE VERTE : BALISE,1410
crpf - Compensation : parcelles intégrées dans un dossier,1565,PERIMETRE DOSSIER AOS,4171
admin_express - Arrondissements,1701,LIMITES DES ARRONDISSEMENTS DES DOM,1734
ddpp - Pensions de carnivores,1862,CARNIVORES DOMESTIQUES (REFUGES, PENSIONS, FOURRIERES),4313
Ecorcage degat gibier,1896,ITINERAIRE GRAND GIBIER,88
Pyramide France Raster,49,HYDROGRAPHIE PYRENEES - FRANCE,1567
pompier - Aléa inondation (ref crue 1952),162,MODELE INONDATION (MARGO),374
bdtopo - Bati (BD Topo),183,ABORDS MH BATI (R500M),1018
exercice_operationnel - Agen 10 m,510,THD OFFRE 10 MEGA,1548
projets_infrastructures - Réseaux divers (Labels),603,PLU : PERIMETRES DIVERS,1436
projets_infrastructures - Réseaux divers (Polygones),611,PLU : PERIMETRES DIVERS,1436
pompier - Peuplements brulés,826,OCA : CARTES DES PEUPLEMENTS BENTHIQUES DU BASSIN D'ARCACHON EN 2002,2811
projets_infrastructures - Réseaux divers,893,PLU : PERIMETRES DIVERS,1436
Vues aériennes 1998-2002,1019,BD ORTHO 50CM 1998-2002 : AQUITAINE,1253
Vues aériennes 2002-2004,1020,BD ORTHO 50CM 2002-2004 : AQUITAINE,1259
Vues aériennes 2004-2008,1023,BD ORTHO 50CM 2004-2008 : AQUITAINE,1260
collecte - Autre - ponctuel,1053,GESTION DECHETS : INSTALLATIONS DE COLLECTE ET DE TRAITEMENTS DES DECHETS,127
indicateurs_conso_fonciere - 4) Disponibilité potentielle selon le droit des sols,1132,CARTE DES SOLS (33),758
wms_externe - Aléa inondation - Couche de synthèse,1201,MODELE INONDATION (MARGO),374
projets_infrastructures - Réseaux divers (Points),1283,PLU : PERIMETRES DIVERS,1436
projets_infrastructures - Réseau divers (Labels),1284,PLU : PERIMETRES DIVERS,1436
pompier - Action reconnaissance,1863,ZONES EN COURS DE RECONNAISSANCE,1670
pompier - Action reconnaissance,2010,ZONES EN COURS DE RECONNAISSANCE,1670
civb - Parcelles Confusion,2038,RPG - REGISTRE PARCELLAIRE GRAPHIQUE / PARCELLES AGRICOLES,322
civb - Parcelles Confusion,2045,RPG - REGISTRE PARCELLAIRE GRAPHIQUE / PARCELLES AGRICOLES,322
pompier - Alertes (point),186,CARTOGRAPHIE SIRENES ET ALERTES,4448
xynthia - Estimées par le SDIS33,374,ZONES INONDEES SUITE TEMPETE XYNTHIA,668
eau - DCE - Forte présomption crs eau,463,PLANTE RENOUEE DU JAPON : ZONE DE FORTE PRESENCE,3200
dreal - Aléa Moyenne Probabilité,511,ARMOIRE MOYENNE TENSION,1289
exercice_operationnel - Agen 8m50,679,OPEN DATA VILLE AGEN,4497
eau - Caractérisation crs eau GIP,714,REFERENTIEL METIER GRANDE ECHELLE DU GIP,769
exercice_operationnel - Agen 6m50,853,OPEN DATA VILLE AGEN,4497
pompier - Alertes (ligne),903,CARTOGRAPHIE SIRENES ET ALERTES,4448
exercice_operationnel - Agen 7m50,944,OPEN DATA VILLE AGEN,4497
exercice_operationnel - Agen 9 m,971,OPEN DATA VILLE AGEN,4497
exercice_operationnel - PCO Agen,1000,OPEN DATA VILLE AGEN,4497
pgsd - PGSD - Ilots forestiers,1131,ENTREPRISES DE TRAVAUX FORESTIERS,18
gendarmerie - Police Nationale,1329,ZONE COMPETENCE POLICE,4481
pompier - Position des actions,1991,POSITION POTENTIELS DE RACCORDEMENTS DE TRANSPORT ELECTRIQUE,1916
pompier - Position des actions,2015,POSITION POTENTIELS DE RACCORDEMENTS DE TRANSPORT ELECTRIQUE,1916
Etab. Enfants handicapés,191,ETABLISSEMENTS POUR ENFANTS HANDICAPEES,1299
bdtopo - Vegetation par classification,639,DEPART DE FEU DE VEGETATION,217
pompier - Inondations (>30jrs),660,NOMBRE DE RECONNAISSANCES CAT NAT PAR COMMUNE AU TITRE DES INONDATIONS,4424
dreal - Aléa Faible Proba,799,PLANTE RENOUEE DU JAPON : ZONE DE FAIBLE PRESENCE,3201
sdis40 - Grid saisie deci sdis40,1392,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
Bordeaux metropole traffic,1394,SISFRANCE - INTENSITE DES EPICENTRES EN METROPOLE,1611
pompier - Inondations (>90jrs),1482,NOMBRE DE RECONNAISSANCES CAT NAT PAR COMMUNE AU TITRE DES INONDATIONS,4424
Etab. Adultes handicapés,1825,ETABLISSEMENTS POUR ADULTES HANDICAPEES,2025
etudes - Périmètres d études,107,DONNEES ETUDES SUR LA POLLUTION DE SITE,4093
projets_infrastructures - Tracé LGV SEA 500m,306,BD ALTI AU PAS DE 500M,3732
raster - Référentiels SDIS,395,SCHEMA D'AMENAGEMENT ET DE DEVELOPPEMENT DURABLE INTERCOMMUNAL : DONNEES RASTER,3009
exercice_operationnel - Groupes électrogenes distribués,458,TRAVAUX MARITIMES GROUPES,2222
pompier - Inondations (<=30jrs),605,NOMBRE DE RECONNAISSANCES CAT NAT PAR COMMUNE AU TITRE DES INONDATIONS,4424
exercice_operationnel - Groupes électrogenes distribués,663,TRAVAUX MARITIMES GROUPES,2222
exercice_operationnel - Groupes électrogenes distribués,676,TRAVAUX MARITIMES GROUPES,2222
pompier - SDIS33 - Evènements plages,681,AMENAGEMENT PLANS PLAGES,379
bdtopo - Bdtopo surfaces hydrographiques,805,BD CARTHAGE : ZONES HYDROGRAPHIQUES,1485
bdtopo - Bati indifferencie,1180,ABORDS MH BATI (R500M),1018
exercice_operationnel - Groupes électrogenes distribués,1274,TRAVAUX MARITIMES GROUPES,2222
crpf - Extraction outil saisie crpf,1318,OCA : EXTRACTION DE LA BANQUE DE DONNEES DU SOUS-SOL - 28/08/2008,2855
pompier - Inondations (<=90jrs),1480,NOMBRE DE RECONNAISSANCES CAT NAT PAR COMMUNE AU TITRE DES INONDATIONS,4424
pompier - Ressource Déclivité,1977,ANALYSE PROSPECTIVE RESSOURCE FORESTIERE ET DISPO EN BOIS 2025,3346
pompier - Ressource - Alimentation en eau,1983,BRANCHEMENTS RESEAU ALIMENTATION EAU INDUSTRIELLE,4043
pompier - Ressource Déclivité,2025,ANALYSE PROSPECTIVE RESSOURCE FORESTIERE ET DISPO EN BOIS 2025,3346
pompier - Ressource - Alimentation en eau,2027,BRANCHEMENTS RESEAU ALIMENTATION EAU INDUSTRIELLE,4043
raster - BDorthoDCM 17 2010,14,RECENSEMENT AGRICOLE 2010,2223
SCAN25 Topographique FRANCE,60,MUSEES DE FRANCE EN AQUITAINE,552
ocs_bdcarto - marais salant,166,MARAIS ALIMENTES EN EAU DE MER (ATLAS MANAD ET MAS),1908
xynthia - Observations du vol du 28/02/2010,271,NATURA 2000 : SITES OBSERVATIONS ORNITHOLOGIQUES,667
pompier - Isodistance 200m,288,CARROYAGE POPULATION 200M,2057
socio_economique - Taux de chômage des 15-24 ans,346,TX CHOMAGE 15-24 ANS / 15-24 ANS,2035
socio_economique - Taux de chômage des 15-64 ans,347,TX CHOMAGE 15-64 ANS / 15-64 ANS,2037
pompier - Buffer 200m REE,621,CARROYAGE POPULATION 200M,2057
pompier - Buffer 400m REE,622,CARROYAGE ALPHANUMERIQUE 400M : DORDOGNE,843
pompier - Alertes (surfacique),707,CARTOGRAPHIE SIRENES ET ALERTES,4448
socio_economique - Taux de chômage des 55-64 ans,1039,TX CHOMAGE 55-64 ANS / 55-64 ANS,2040
socio_economique - Taux de chômage des 25-54 ans,1046,TX CHOMAGE 25-54 ANS / 25-54 ANS,2038
pompier - Crue référence 1952,1197,ZONES D EXPANSION DE CRUE,608
indicateurs_conso_fonciere - Parcelles,1305,PARCELLES DES SITES ENS 2011,3996
crpf - Compensation : parcelles à l'étude,1562,PARCELLES DES SITES ENS 2011,3996
crpf - Compensation : parcelles validées par la DDT(M),1564,PARCELLES DES SITES ENS 2011,3996
crpf - Outil de saisie - édition,1592,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
wms_externe - Vue aérienne 2004-2008,1884,BD ORTHO 50CM 2004-2008 : AQUITAINE,1260
pompier - Ressource - Cheminements,1976,PROJET DE CREATION DE RESSOURCE EN EAU,559
pompier - Ressource - Cheminements,2024,PROJET DE CREATION DE RESSOURCE EN EAU,559
civb - Parcelles confusion - Incertain (îlot viticole potentiel < 10ha),2046,PARCELLES DES SITES ENS 2011,3996
civb - Parcelles confusion - Incertain (îlot viticole potentiel < 10ha),2047,PARCELLES DES SITES ENS 2011,3996
civb - Parcelles volontaires confusion - Vision CIVB,2050,PARCELLES DES SITES ENS 2011,3996
civb - Parcelles confusion saisies par le partenaire,2060,PARCELLES DES SITES ENS 2011,3996
filiere_bois - Postit global,145,ZONES D'ACTIVITES : PERIMETRE GLOBAL,960
exercice_operationnel - Tonneins 7m,187,EVALUATION QUALITE AIR : TONNEINS,970
exercice_operationnel - Tonneins 10m,556,EVALUATION QUALITE AIR : TONNEINS,970
indicateurs_conso_fonciere - 1) Historique de l'étalement urbain,1130,DROIT DE PREEMPTION URBAIN,233
annotations_visionneuses - Anciens postit,1259,CENTRES ET QUARTIER ANCIENS,3286
pompier - Isodistance 400m,1794,CARROYAGE ALPHANUMERIQUE 400M : DORDOGNE,843
telespazio - Probabilité de mortalité 2010,11,RECENSEMENT AGRICOLE 2010,2223
patrimoine_culturel - Service d'archives,196,SCHEMA DE SERVICE POPULATION,1020
politiques_publiques - ZUS,279,CARTES SITES -ZONAGES ZUS ET CUCS,3901
pompier - Signalements : Surfaces,335,PLAN CHABLIS : PERIMETRES DES SURFACES AIDEES : NETTOYAGE, REBOISEMENT (2000-2006),2075
exercice_operationnel - Tonneins 6 m,685,EVALUATION QUALITE AIR : TONNEINS,970
politiques_publiques - Développer les TIC au service de la société de l'information,717,SCHEMA DE SERVICE POPULATION,1020
exercice_operationnel - PCO Tonneins,949,EVALUATION QUALITE AIR : TONNEINS,970
limites_admin - Masque département,1225,WEB_1-30_LES COMMUNAUTÉS DE COMMUNES (EPCI) DU DÉPARTEMENT DE LA DORDOGNE,2263
dreal_tri - Aléa Forte Proba,1414,PLANTE RENOUEE DU JAPON : ZONE DE FORTE PRESENCE,3200
dreal_tri - Aléa Forte Proba,1429,PLANTE RENOUEE DU JAPON : ZONE DE FORTE PRESENCE,3200
dreal_tri - Aléa Moyen Proba,1430,TEMPS MOYEN D'ACCES AUX VOIES RAPIDES,1169
dreal_tri - Aléa Moyen Proba,1431,TEMPS MOYEN D'ACCES AUX VOIES RAPIDES,1169
dreal_tri - Aléa Faible Proba,1451,PLANTE RENOUEE DU JAPON : ZONE DE FAIBLE PRESENCE,3201
dreal_tri - Aléa Faible Proba,1452,PLANTE RENOUEE DU JAPON : ZONE DE FAIBLE PRESENCE,3201
wms_externe - Village du Marathon de Bordeaux,1494,CAMPAGNE DE MESURE : BORDEAUX BACALAN,996
wms_externe - Dreal-TRI-Proba crue Fort Débordement,1988,ZONES D EXPANSION DE CRUE,608
wms_externe - Dreal-TRI-Proba crue Faible Débordement,1994,ZONES D EXPANSION DE CRUE,608
pompier - Moyen de commandement,2000,TEMPS MOYEN D'ACCES AUX VOIES RAPIDES,1169
wms_externe - Dreal-TRI-Proba crue Moy Débordement,2004,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue Moy-Debord,2011,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue Fort-Debord,2020,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue faible-Debord,2022,ZONES D EXPANSION DE CRUE,608
pompier - Moyen de commandement,2028,TEMPS MOYEN D'ACCES AUX VOIES RAPIDES,1169
patrimoine_culturel - Musée de France,174,HYDROGRAPHIE PYRENEES - FRANCE,1567
pompier - Historique alertes (ligne),176,CARTOGRAPHIE SIRENES ET ALERTES,4448
