GeoServer,ID GeoServer,BSD,ID BSD
SIAEP LALINDE - Clapet anti-retour,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-50a8,RESEAU AEP : CLAPET ANTI-RETOUR,1677
SRCE - Grandes régions naturelles,FeatureTypeInfoImpl-7d62fb23:13af8fe8b40:-3cf1,SRCE / DECOUPAGE REGIONS NATURELLES,2644
SRCE - RB Dunaires et rocheux,FeatureTypeInfoImpl-69ccb048:13b6ad6bb3a:-6d4b,SRCE / MILIEUX SOUS TRAMES : DUNAIRES,2646
ASP - RPG 2011 Dept 33,FeatureTypeInfoImpl-d424538:1488838bacf:5b73,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2011,3550
ASP - RPG 2011 Dept 40,FeatureTypeInfoImpl-d424538:148885a27b6:-5842,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2011,3550
ASP - RPG 2011 Dept 47,FeatureTypeInfoImpl-d424538:1488817054d:-161b,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2011,3550
ASP - RPG 2011 Dept 64,FeatureTypeInfoImpl-d424538:148885a27b6:-42c8,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2011,3550
ASP - RPG 2012 Dept 24,FeatureTypeInfoImpl-381b45bf:144f895ea1b:3c88,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2012,3327
ASP - RPG 2012 Dept 33,FeatureTypeInfoImpl-381b45bf:144f891ae3d:349d,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2012,3327
ASP - RPG 2012 Dept 40,FeatureTypeInfoImpl-381b45bf:144f895ea1b:16bc,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2012,3327
ASP - RPG 2012 Dept 47,FeatureTypeInfoImpl-381b45bf:144f8c67a44:3f19,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2012,3327
ASP - RPG 2012 Dept 64,FeatureTypeInfoImpl-381b45bf:144f8c67a44:-5766,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2012,3327
AURBA - Voies ferrées des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f8c,VOIES FERREES DES ZONES D ACTIVITES,683
DDTM40 - Programme local de l'habitat,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d8c,PLH - PLAN LOCAL DE L'HABITAT,1323
Commune de Mézin - Emplacement Reserve,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-39a4,PLU : EMPLACEMENT RESERVE DE VOIRIE,1434
IGN - BDCarto Zone Occupation du Sol,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dae,OCCUPATION DU SOL EN DOMAINE DUNAIRE HORS ZONE URBAINE,3468
ASP - RPG 2011 Dept 24,FeatureTypeInfoImpl-d424538:14887ec5266:-692d,RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2011,3550
Chambre agriculture 33 - Réseau Bienvenue à la ferme,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:1787,NB ADHERENTS BIENVENUE A LA FERME,2700
GIP ATGeRi - Contour Region Aquitaine,FeatureTypeInfoImpl-5013164b:13d7b70c49f:-691b,LISTE DES RADARS AVEC COORDONNEES EN REGION AQUITAINE,1926
GIP ATGeRi - Région Nouvelle Aquitaine avec masque,FeatureTypeInfoImpl-63980651:14f84653086:-76b3,EN AQUITAINE AVEC L'EUROPE,4395
GIP Littoral - Plan plages littoral Aquitain,FeatureTypeInfoImpl--64db1a4f:15a947f3880:315b,OCS DU LITTORAL AQUITAIN : 2000,3000
Cadastre - Parcelles cadastrales (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7df9,CADASTRE ANCIEN : PARCELLES 1812,1697
Cadastre 33 - Parcelles cadastrales (IGN BDParcellaire),FeatureTypeInfoImpl--2168f1ae:143c012c583:4781,CADASTRE ANCIEN : PARCELLES 1812,1697
Vue Aérienne IGN 2012 50cm Dordogne,CoverageInfoImpl-60c9b05c:14135123148:-4ec7,BD ORTHO IRC 50CM 2015 : DORDOGNE,4461
Vue Aérienne IGN 2012 50cm Gironde,CoverageInfoImpl--88e5eb9:142e0d9c0b1:5896,BD ORTHO IRC 50CM 2015 : GIRONDE,4459
Vue Aérienne IGN 2012 50cm Landes,CoverageInfoImpl-60c9b05c:14135123148:-2004,BD ORTHO IRC 50CM 2015 : LANDES,4460
Vue Aérienne IGN 2012 50cm Lot-et-garonne,CoverageInfoImpl-60c9b05c:14135123148:-1fc0,BD ORTHO IRC 50CM 2015 : LOT-ET-GARONNE,4462
SIAEP LALINDE - Ventouse ou vanne-air,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fbb,RESEAU AEP : VENTOUSE OU VANNE-AIR,1681
SRCE - Co MOSO Pelouses sèches,FeatureTypeInfoImpl--1349261:1431092c4c4:6094,SRCE / TRAME VERTE : ZONES CENTRALES - ZONES OUVERTES PELOUSES ALTITUDES,2665
SRCE_2014_RB Milieux humides,FeatureTypeInfoImpl--1349261:14310b86ff0:-f9e,SRCE / MILIEUX SOUS TRAMES : MILIEUX HUMIDES,2649
SRCE - RB Systèmes bocagers,FeatureTypeInfoImpl-79dddd8c:13ae31c6665:-4332,SRCE / MILIEUX SOUS TRAMES : BOCAGERS,2645
Total - Consommations d'énergie finale en 2012,FeatureTypeInfoImpl--32412c87:14eb58b5b50:16e7,ETALAB : CONSOMMATIONS FINALE D'ENERGIE CHARBON,3475
EPIDROPT - Arbres instables ATT,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eac,RIPISYLVE : ARBRES INSTABLES (Ap, Api, ATL, ATT),1692
DREAL - Communes soumises au risque Mvt de terrain,FeatureTypeInfoImpl--25674c34:158e41464a2:-508,COMMUNES SOUMISES LOI LITTORAL,1184
CDC Sarlat Périgord Noir - AEP Conduite,FeatureTypeInfoImpl-21464d69:14ebf34b699:313b,PAYS DU PÉRIGORD NOIR - 2009,3794
CDC Sarlat Périgord Noir - AEP Conduite branchement,FeatureTypeInfoImpl-21464d69:14ebf34b699:3179,PAYS DU PÉRIGORD NOIR - 2009,3794
CDC Sarlat Périgord Noir - AEP PI,FeatureTypeInfoImpl-21464d69:14ebf34b699:339b,PAYS DU PÉRIGORD NOIR - 2009,3794
CDC Sarlat Périgord Noir - AEP Vanne,FeatureTypeInfoImpl-21464d69:14ebf34b699:343f,PAYS DU PÉRIGORD NOIR - 2009,3794
CDC Sarlat Périgord Noir - Assainissement Conduite,FeatureTypeInfoImpl-21464d69:14ebf34b699:3598,PAYS DU PÉRIGORD NOIR - 2009,3794
CDC Sarlat Périgord Noir - Assainissement Tampon,FeatureTypeInfoImpl-21464d69:14ebf34b699:3799,PAYS DU PÉRIGORD NOIR - 2009,3794
DREAL - Communes soumises au risque Séisme,FeatureTypeInfoImpl--25674c34:158e440feda:2472,COMMUNES SOUMISES LOI LITTORAL,1184
CG 64 - Ouvrages sur les sentiers d'intérêt départemental,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e97,RANDONNEES : SENTIERS D'INTERET DEPARTEMENTAL - OUVRAGES,2098
Chambre agriculture 33 - Listing Bienvenue à la ferme,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:171f,NB ADHERENTS BIENVENUE A LA FERME,2700
Chambre agriculture 64 - Surface agricole utilisée,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc2,SURFACE AGRICOLE UTILISEE (SAU),366
DREAL - Communes soumises au risque Atmosphere,FeatureTypeInfoImpl--25674c34:158e440feda:444f,COMMUNES SOUMISES LOI LITTORAL,1184
CDC Sarlat Périgord Noir - Assainissement Tabouret,FeatureTypeInfoImpl-21464d69:14ebf34b699:3731,PAYS DU PÉRIGORD NOIR - 2009,3794
DDTM 33 - Zonage défiscalisation de la loi Scellier,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e8e,ZONAGE DEFISCALISATION LOI SCELLIER,1345
DREAL - Communes soumises au risque Avalanche,FeatureTypeInfoImpl--25674c34:158e41464a2:-80f,COMMUNES SOUMISES LOI LITTORAL,1184
DREAL - Communes soumises au risque Feu de forêt,FeatureTypeInfoImpl--25674c34:158e41464a2:-701,COMMUNES SOUMISES LOI LITTORAL,1184
DRAAF - Zones agricoles défavorisées,FeatureTypeInfoImpl--57e63a5e:136cf12dcf2:-6c05,ZONES AGRICOLES DEFAVORISEES - ZAD,194
SMEAG -  Zones de protection des berges (végétale, enrochement…),FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fa6,PROTECTION DES BERGES (LIGNES),692
EPIDROPT - Arbres instables ATL,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ebc,RIPISYLVE : ARBRES INSTABLES (Ap, Api, ATL, ATT),1692
GIP ATGeRi - Départements Nouvelle Aquitaine,FeatureTypeInfoImpl--2c77ddf1:14bda25249b:-1f13,BD TOPO V2.2 : NOUVELLE AQUITAINE,3739
IGN ADMIN EXPRESS - Région,FeatureTypeInfoImpl--64db1a4f:15a93e2cc0f:-6513,NOUVELLE AQUITAINE : SCAN 1000® EXPRESS IGN,3888
SMEAG - Zones de protection des berges (végétale, enrochement…),FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fa4,PROTECTION DES BERGES (LIGNES),692
SRCE_2014_Co Milieux humides,FeatureTypeInfoImpl--1349261:1431092c4c4:608c,SRCE / RUPTURES CORRIDORS : MILIEUX HUMIDES HYDRO,2635
PIGMA - Suivi de l'intégration des documents d'urbanisme,FeatureTypeInfoImpl--5ef09ad5:13fbda7c627:-2907,CARTE DOCUMENTS D'URBANISME ET PPR,3237
AUSONIUS - Langoiran Bati 1853,FeatureTypeInfoImpl--143cf329:134f53ad2c3:-2270,CADASTRE ANCIEN : BATI 1853,1700
AUSONIUS - Langoiran Bati 1812,FeatureTypeInfoImpl--143cf329:134f53ad2c3:-2272,CADASTRE ANCIEN : BATI 1812,1698
AUSONIUS - Langoiran Parcelles 1812,FeatureTypeInfoImpl--143cf329:134f53ad2c3:-226e,CADASTRE ANCIEN : PARCELLES 1812,1697
AUSONIUS - Langoiran Parcelles 1853,FeatureTypeInfoImpl--143cf329:134f53ad2c3:-226c,CADASTRE ANCIEN : PARCELLES 1853,1699
CA Cote Basque Adour - Plan Local de l'Urbanisme,FeatureTypeInfoImpl-2245790e:1419d64a909:-49ce,PLH - PLAN LOCAL DE L'HABITAT,1323
CA Grand Dax - Arrêts Transport à la demande,FeatureTypeInfoImpl--6dc709cf:14d4db704a4:-54bf,RESEAU DE TRANSPORT A LA DEMANDE,3373
CG 64 - Agences techniques départementales,FeatureTypeInfoImpl--25d11048:13b23a094ec:-7fda,AGENCES TECHNIQUES DEPARTEMENTALES : ZONAGE,2106
Vue Aérienne CUB 2008 20cm,CoverageInfoImpl-17928462:1343c2469d3:-726f,ORTHOPHOTO ÉTÉ 2008 DE LA CUB,4154
DDTM40 - Zones agricoles défavorisées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d94,ZONES AGRICOLES DEFAVORISEES - ZAD,194
DREAL - Plans de gestion des étiages,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5d2d,PERIMETRE PLANS DE GESTION DES POISSONS MIGRATEURS BASSIN ADOUR GARONNE,247
IGN ADMIN EXPRESS - Commune,FeatureTypeInfoImpl--64db1a4f:15a93e2cc0f:-7a9e,NOUVELLE AQUITAINE : SCAN 1000® EXPRESS IGN,3888
Vue Aérienne IGN 2012 50cm Noir et Blanc Aquitaine,CoverageInfoImpl-1bc2c2b4:147e969eb79:-4b6a,BD ORTHO 50CM 2015 : AQUITAINE,3244
OCA - Projection 2040 du trait de côte,FeatureTypeInfoImpl--526cedd4:143d482b71d:7e11,TRAIT DE COTE : PROJECTIONS 2020 ET 2040,3323
PNR LG -  Zones d'éradication des grenouilles taureau,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6425,ZONES ERADICTION GRENOUILLE TAUREAU,393
SIAEP LALINDE - Poste de refoulement,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4ea0,ASSAINISSEMENT COLLECTIF : POSTE DE REFOULEMENT,1672
SIAEP LALINDE - Tabouret de branchement,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4cef,ASSAINISSEMENT COLLECTIF : TABOURET DE BRANCHEMENT,1674
SIAEP LALINDE - Vanne de sectionnement du réseau,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fbd,RESEAU AEP : VANNE DE SECTIONNEMENT,1680
SMEAP - Repères crues Dronne,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7db6,CRUES HISTORIQUES SUR LA DRONNE,419
Agriculture - Consommations d'énergie en 2012,FeatureTypeInfoImpl--32412c87:14eb5c1082f:-112e,CONSOMMATIONS ELECTRICITE - SECTEUR AGRICULTURE,3364
Industrie - Consommations d'énergie en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-60c0,CONSOMMATIONS ELECTRICITE - SECTEUR INDUSTRIE,3365
Tertiaire - Consommations d'énergie en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-604b,CONSOMMATIONS ELECTRICITE - SECTEUR TERTIAIRE,3367
Transport - Consommations d'énergie en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-5e99,CONSOMMATIONS ELECTRICITE - SECTEUR TRANSPORT,3368
DRAC - Zones de protection archéologiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f6d,ZONES ET SITES ARCHÉOLOGIQUES PROTÉGÉS,162
Vue Aérienne 1998 - 2002  50cm,CoverageInfoImpl-17928462:1343c2469d3:-7663,BD ORTHO 50CM 2002 : LANDES,1256
Vue Aérienne 2002 - 2004  50cm,CoverageInfoImpl-17928462:1343c2469d3:-79a1,BD ORTHO 50CM 2002 : LANDES,1256
Vue Aérienne 2004 - 2008  50cm,CoverageInfoImpl--6daa2990:13ad58ab10e:-d3,BD ORTHO 50CM 2004 : DORDOGNE,1261
OCA - Projection 2020 du trait de côte,FeatureTypeInfoImpl--526cedd4:143d45a8877:66d2,TRAIT DE COTE : PROJECTIONS 2020 ET 2040,3323
SDEE 47 - Armoires de l’éclairage public,FeatureTypeInfoImpl--2c09ce2b:13b94940983:-7617,LOCALISATION ARMOIRES ECLAIRAGE PUBLIC,694
SRCE - RB MOSO Pelouses sèches,FeatureTypeInfoImpl--1349261:14310b86ff0:-f3d,SRCE / TRAME VERTE : ZONES CENTRALES - ZONES OUVERTES PELOUSES ALTITUDES,2665
SRCE - Co Conifères et milieux associés,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58fc,SRCE / MILIEUX SOUS TRAMES : BOCAGERS,2645
ARS - Soins intensifs (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:949,ETABLISSEMENTS AVEC SOINS INTENSIFS,3584
Cadaujac - Réseau d'eau potable,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ee4,SYNDICATS INTERCOMMUNAUX D'EAU POTABLE,534
SIAEPA de La Brède - Réseau d'eau potable,FeatureTypeInfoImpl-547a414f:138a4b2645c:-7dba,BRANCHEMENT DEPOSE RESEAU D'EAU POTABLE,4041
CDC Estuaire - Habitats naturels de la ZSC (Zones Spéciales de Conservation),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-f88,HABITATS NATURELS SUR LA LEYRE : 33,401
ERDF - Réseau aérien basse tension (<=400V),FeatureTypeInfoImpl-50da8329:133db20c97a:-7957,TRONCON AERIEN BASSE TENSION : <= 400 V,1286
IGN ADMIN EXPRESS - Chef lieu,FeatureTypeInfoImpl--64db1a4f:15a9461dc1f:2eae,NOUVELLE AQUITAINE : SCAN 1000® EXPRESS IGN,3888
SIBA - Collecteur principal des eaux usées,FeatureTypeInfoImpl-b616f19:1370de390e3:4d33,RESEAU ASSAINISSEMENT : COLLECTEUR PRINCIPAL,2060
CG47 - Couverture WiMAX du département,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7843,COUVERTURE WIMAX  / ADSL / NIVEAUX DE SERVICES / 3G / DEGROUPAGE,343
GeoTransfert - Annotations géographiques du trait de côte,FeatureTypeInfoImpl-2245790e:1419c920d26:-3a00,TRAIT DE COTE : ANNOTATIONS GEOGRAPHIQUES,3250
Vue Aérienne Noir et Blanc 2009 40cm,CoverageInfoImpl-17928462:1343c2469d3:-7295,PAYS DU PÉRIGORD NOIR - 2009,3794
Vue Aérienne Infrarouge 2009 40cm Aquitaine,CoverageInfoImpl-17928462:1343c2469d3:-7584,BD ORTHO INFRA-ROUGE COULEUR 2009 : AQUITAINE,3742
Vue Aérienne Infrarouge 2012 40cm Aquitaine,CoverageInfoImpl--191d2494:147c474f868:-688b,BD ORTHO INFRA-ROUGE COULEUR 2012 : AQUITAINE,3743
PNR LG - Sites d'hivernage de la grue cendrée,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-65dc,GRUE CENDREE : SITES HIVERNAGE,774
SRCE_2015_RB Milieux côtiers : dunaires et rocheux,FeatureTypeInfoImpl--1349261:14310b86ff0:-1050,SRCE / MILIEUX SOUS TRAMES : DUNAIRES,2646
SRCE - Zones urbanisées supérieures à 5 ha,FeatureTypeInfoImpl--1e4c652c:152fa3a0024:19a8,SRCE / ZONES CENTRALES : BOCAGE,2675
Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04,PLU : EMPLACEMENT RESERVE DE VOIRIE,1434
CG 64 - Signalétique verticale et d'information,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e95,RANDONNEES : SIGNALETIQUE VERTICALE ET D'INFORMATION DES GRANDS ITINERAIRES,2103
PIGMA - Population département 2009,FeatureTypeInfoImpl-186890ab:15a3c635607:7c37,RECENSEMENT POP 2009 - IRIS - THEME POPULATION,2786
DREAL - Logements sociaux 2014 - Decret,FeatureTypeInfoImpl--126beca8:15433c3a22d:1f3d,ETALAB : LOGEMENTS DU PARC LOCATIF SOCIAL LOGEMENTS SOCIAUX COLLECTIFS,3525
DREAL - Logements sociaux 2013 - Décret,FeatureTypeInfoImpl-2307f41c:14bca6de111:-5d17,ETALAB : LOGEMENTS DU PARC LOCATIF SOCIAL LOGEMENTS SOCIAUX COLLECTIFS,3525
GeoTransfert - Trait de côte de 2010,FeatureTypeInfoImpl--3e77d70f:14197501559:-43f1,TRAIT DE COTE : 2010 PAR TELEDETECTION SPATIALE,3467
GeoTransfert - Trait de côte de 2012,FeatureTypeInfoImpl-2245790e:1419c920d26:-50f2,TRAIT DE COTE : 2012 PAR TELEDETECTION SPATIALE,3246
GeoTransfert - Trait de côte de 2013,FeatureTypeInfoImpl-2245790e:1419c920d26:-50b1,TRAIT DE COTE : 2013 PAR TELEDETECTION SPATIALE,3247
GeoTransfert - Evolution du trait de côte entre 2010 et 2012,FeatureTypeInfoImpl-2245790e:1419c920d26:-3b08,TRAIT DE COTE : EVOLUTION 2010-2012,3248
GeoTransfert - Evolution du trait de côte entre 2012 et 2013,FeatureTypeInfoImpl-2245790e:1419c920d26:-3af2,TRAIT DE COTE : EVOLUTION 2010-2012,3248
IGN ADMIN EXPRESS - Département,FeatureTypeInfoImpl--64db1a4f:15a93e2cc0f:-678f,NOUVELLE AQUITAINE : SCAN 1000® EXPRESS IGN,3888
IGN BDAdresse - Points Adresse,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d9a,OCA : POINTS COTES DIGITALISES A PARTIR DE SCANS 25 IGN - BASSIN D'ARCACHON,2896
OCA - Aléa érosion de la côte sableuse,FeatureTypeInfoImpl--526cedd4:143d45a8877:4334,OCA : MORPHOLOGIE DE LA COTE SABLEUSE EN GIRONDE ET LANDES,2806
SIBA - Réseau d'assainissement des eaux usées,FeatureTypeInfoImpl-b616f19:1370de390e3:4d54,LYONNAISE DES EAUX : RESEAU D'ASSAINISSEMENT STRUCTURANT,1450
ARS - PPE 24 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:14ca,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPE 33 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1697,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPE 40 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1769,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPE 47 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:469c,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPE 64 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:4704,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPI 24 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-706e,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPI 33 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7056,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPI 47 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7050,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPI 64 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-704e,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
CR Aqutaine - Gisement éolien flottant,FeatureTypeInfoImpl-40b93b40:14ae2b52e35:3464,ARTELIA : LOCALISATION DU GISEMENT EOLIEN FLOTTANT,3145
CR Aqutaine - Nearshore Gisement houlomoteur,FeatureTypeInfoImpl-40b93b40:14ae3b0d606:-827,ARTELIA - PRODUCTIBME HOULOMOTEUR NEARSHORE,3127
CR Aqutaine - Offshore Gisement houlomoteur,FeatureTypeInfoImpl-40b93b40:14ae3bcf0bc:6e2,ARTELIA - PRODUCTIBME HOULOMOTEUR OFFSHORE,3110
DREAL - Réseau de Controle et de Surveillance (RCS),FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5d05,STATIONS MESURES QUALITE EAU - RESEAU DE CONTROLE ET DE SURVEILLANCE,705
DREAL - Trafic de 2011 à 2015 (VINCI),FeatureTypeInfoImpl--236e41c6:14f074a050d:-67f2,COMPTAGE TRAFIC ROUTIER SUR LA CUB EN 2011,4072
ARS - PPI 40 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7054,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
Commune de Mézin - Texte des zonages PLU,FeatureTypeInfoImpl--3ce68516:141a7dacf99:-229d,TEXTE DU FOND DE PLAN DU PLU,4277
DREAL - Autos-écoles en 2014 en Aquitaine,FeatureTypeInfoImpl-1bfb0579:14dd2b21513:-6061,PAYS ET INTERCOMMUNALITE EN AQUITAINE - 2014,3871
SRCE - RB Milieux rocheux d'altitude,FeatureTypeInfoImpl--d97cb59:13dfbf8cfd8:-3fec,SRCE / MILIEUX SOUS TRAMES : DUNAIRES,2646
DREAL - Trafic comptages BDX Metropole de 2011 à 2015,FeatureTypeInfoImpl--25674c34:158f3c52444:381e,TRAFIC ROUTIER : TRAFIC COMPTAGES CUB 2010-2014,3769
PIGMA - Taux de chômage des 15-24 ans / 15-24 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:-1f4d,ETALAB : TAUX DE FISCALITE DIRECTE LOCALE ET DELIBERATIONS 2009 GIRONDE,3007
PIGMA - Taux de chômage des 15-64 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:34b3,ETALAB : TAUX DE FISCALITE DIRECTE LOCALE ET DELIBERATIONS 2009 GIRONDE,3007
PIGMA - Taux de chômage des 25-54 ans / 25-54 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f44,ETALAB : TAUX DE FISCALITE DIRECTE LOCALE ET DELIBERATIONS 2009 GIRONDE,3007
PIGMA - Taux de chômage des 55-64 ans / 55-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-5989,ETALAB : TAUX DE FISCALITE DIRECTE LOCALE ET DELIBERATIONS 2009 GIRONDE,3007
ERDF - Réseau enterré basse tension (<=400V),FeatureTypeInfoImpl-50da8329:133db20c97a:-7953,TRONCON AERIEN BASSE TENSION : <= 400 V,1286
GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b,RECENSEMENT AGRICOLE ENTRE 2000 ET 2010,3755
SRCE_2014_EF  - zones urbanisées,FeatureTypeInfoImpl--1349261:1431092c4c4:3798,SENSIBILITE PLUVIAL  : ZONES,2168
SRCE - RB Boisements de conifères et milieux associés,FeatureTypeInfoImpl-79dddd8c:13ae31c6665:-3924,SRCE / MILIEUX SOUS TRAMES : MILIEUX HUMIDES,2649
Urbanisme - Gironde Informations linéaires,FeatureTypeInfoImpl--266e24e3:1485920429f:5379,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
Urbanisme - Gironde Informations ponctuels,FeatureTypeInfoImpl--266e24e3:148592967ca:-4f90,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
Résidentiel - Consommations d'énergie en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-609b,CONSOMMATIONS ELECTRICITE PAR COMMUNE 2012,3707
ARS - PPR 64 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-2d3e,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPR 24 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-3b99,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPR 33 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304f,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPR 40 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304d,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
ARS - PPR 47 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304b,RESEAU AEP : PERIMETRES DE PROTECTION DES CAPTAGES,2107
CG 64 - Antennes techniques départementales,FeatureTypeInfoImpl--25d11048:13b23a094ec:-7fd8,ANTENNES TECHNIQUES D'EXPLOITATION ROUTIERE,2105
cg47 - Station d'épuration des eaux usées,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7b6f,LYONNAISE DES EAUX : STATION D'EPURATION,1449
DREAL - Accidents de 2004 à 2014 en Aquitaine,FeatureTypeInfoImpl--6a74e5bd:15027ff6da0:4cb,PAYS ET INTERCOMMUNALITE EN AQUITAINE - 2014,3871
DREAL - Trafic de 2011 à 2015 (ALIENOR),FeatureTypeInfoImpl-4096704b:14f17f59a63:-5fdb,COMPTAGE TRAFIC ROUTIER SUR LA CUB EN 2011,4072
RTE - Ligne de transport d'électricité HTB,FeatureTypeInfoImpl--61be1724:14b2fb6dc4f:881,TRANSPORT COLLECTIF : PARCOURS LIGNE BUS,1424
SRCE - EF Lignes à Grande Vitesse (LGV),FeatureTypeInfoImpl--1349261:1431092c4c4:6099,PROJET LIGNE GRANDE VITESSE SUD EUROPE ATLANTIQUE (SEA),646
Urbanisme - Gironde Habillages linéaires,FeatureTypeInfoImpl--266e24e3:148591801ab:6121,DOCUMENT URBANISME : NORD MEDOC EN GIRONDE,2252
